sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,conceptId,comment
XaENa,Shrimp RAST test,0,,0.0,UNCHECKED,37393398,
XaENQ,Soya bean RAST test,0,,0.0,UNCHECKED,37393399,
XaEMO,Strawberry RAST test,0,,0.0,UNCHECKED,37393400,
XaEP7,Sunflower RAST test,0,,0.0,UNCHECKED,37394101,
XaaDZ,Sunflower seed RAST test,0,,0.0,UNCHECKED,37398273,
XaaDa,Sunflower pollen RAST test,0,,0.0,UNCHECKED,37398272,
XaENA,Timothy grass RAST test,0,,0.0,UNCHECKED,37399266,
XaENd,Tomato RAST test,0,,0.0,UNCHECKED,37393401,
XaEMg,Tree pollen RAST test,0,,0.0,UNCHECKED,37393402,
XaELz,Walnut RAST test,0,,0.0,UNCHECKED,37393403,
XaENb,Wasp RAST test,0,,0.0,UNCHECKED,37393404,
XaENR,Weed pollen RAST test,0,,0.0,UNCHECKED,37393405,
XaEMP,Wheat RAST test,0,,0.0,UNCHECKED,37393406,
XaEMQ,Yeast RAST test,0,,0.0,UNCHECKED,37393407,
XaEV1,Salmon RAST test,0,,0.0,UNCHECKED,37399267,
XaIdM,Pea RAST test,0,,0.0,UNCHECKED,37399135,
XaIcw,Melon RAST test,0,,0.0,UNCHECKED,37398513,
XaIct,Garlic RAST Test,0,,0.0,UNCHECKED,37392501,
XaId0,Penicilloyl G RAST test,0,,0.0,UNCHECKED,37398812,
XaIcR,Fish mix RAST test,0,,0.0,UNCHECKED,37392502,
XaIcS,Onion RAST test,0,,0.0,UNCHECKED,37398514,
XaIcT,Mosquito RAST test,0,,0.0,UNCHECKED,37392503,
XaIcU,Penicilloyl V RAST test,0,,0.0,UNCHECKED,37394249,
XaIdN,Food mix RAST test,0,,0.0,UNCHECKED,37392504,
XaIcs,Dermatophagoides pteronyssinus RAST test,0,,0.0,UNCHECKED,37399136,
XaIcv,Mould mix RAST test,0,,0.0,UNCHECKED,37398720,
XaIcx,Mutton (lamb) RAST test,0,,0.0,UNCHECKED,37398515,
XaIcu,Guinea pig epithelium RAST test,0,,0.0,UNCHECKED,37399679,
XaIcz,Parrot feathers RAST test,0,,0.0,UNCHECKED,37392505,
XaIcy,Oat RAST test,0,,0.0,UNCHECKED,37392506,
XaIe8,Peach RAST test,0,,0.0,UNCHECKED,37397964,
XaIwK,Budgie feather RAST test,0,,0.0,UNCHECKED,37398084,
XaInD,Beef RAST test,0,,0.0,UNCHECKED,37397965,
XaInE,Rye RAST test,0,,0.0,UNCHECKED,37399618,
XaInF,Corn RAST test,0,,0.0,UNCHECKED,37397966,
XaInG,Mugwort RAST test,0,,0.0,UNCHECKED,37397967,
XaInH,Goldenrod RAST test,0,,0.0,UNCHECKED,37397968,
XaIwL,Cheese mould RAST test,0,,0.0,UNCHECKED,37397879,
XaInI,Birch RAST test,0,,0.0,UNCHECKED,37397969,
XaJJD,Mixed fruit RAST test,0,,0.0,UNCHECKED,37392545,
XaJL0,Cacao RAST test,0,,0.0,UNCHECKED,37392900,
XaJL3,Paediatric food panel mix RAST test,0,,0.0,UNCHECKED,37392546,
XaJL4,Suxamethonium RAST test,0,,0.0,UNCHECKED,37392901,
XaJZa,Bovine insulin RAST test,0,,0.0,UNCHECKED,37393507,
XaJco,Human insulin RAST test,0,,0.0,UNCHECKED,37397984,
XaJiI,Ginger RAST test,0,,0.0,UNCHECKED,37398629,
XaKOI,Blackberry RAST test,0,,0.0,UNCHECKED,37393688,
XaKOJ,Pineapple RAST test,0,,0.0,UNCHECKED,37393689,
XaOTZ,Blueberry RAST test,0,,0.0,UNCHECKED,37398276,
X77az,Paraprotein profile,0,,0.0,UNCHECKED,37398198,
XaFv1,Paraprotein typing by immunofixation,0,,0.0,UNCHECKED,37394248,
XaIqU,Free prostate specific antigen level,0,,0.0,UNCHECKED,37394310,
XabAN,Serum free prostate specific antigen level,0,,0.0,UNCHECKED,37392159,
XaIqV,Free:total prostate specific antigen ratio,0,,0.0,UNCHECKED,37394311,
XabAO,Serum free:total prostate specific antigen ratio,0,,0.0,UNCHECKED,37398474,
X77a9,Cell marker analysis,0,,0.0,UNCHECKED,37393164,
Xaag4,HLA-DR+ percentage of lymphocytes/blast cells,0,,0.0,UNCHECKED,37392146,
XaJUO,T cell diagnostic panel test,0,,0.0,UNCHECKED,37392547,
XaPqN,Total prostate specific antigen level,0,,0.0,UNCHECKED,37392634,
XaEMm,Fluid anti-nuclear factor level,0,,0.0,UNCHECKED,37393408,
XaEOo,Ganglioside antibody level,0,,0.0,UNCHECKED,37393409,
XaEP1,Human leucocyte antigen antibody level,0,,0.0,UNCHECKED,37393410,
XaEMa,Islet cell antibody level,0,,0.0,UNCHECKED,37393411,
XaEPp,Mitochondrial antibody level,0,,0.0,UNCHECKED,37393420,
XaEOu,Myeloperoxidase antibody level,0,,0.0,UNCHECKED,37393412,
XaEUA,Neuronal antibody level,0,,0.0,UNCHECKED,37393413,
XaaQ6,Anti-amphiphysin IgG antibody level,0,,0.0,UNCHECKED,37399129,
XaaQ7,Anti-CV2 IgG antibody level,0,,0.0,UNCHECKED,37392455,
XaaQB,Paraneoplastic Ma antigen 2 IgG antibody level,0,,0.0,UNCHECKED,37392459,
XaEOv,Ovarian antibody level,0,,0.0,UNCHECKED,37393414,
XaEMc,Parathyroid antibody level,0,,0.0,UNCHECKED,37393415,
XaEQy,Parotid gland antibody level,0,,0.0,UNCHECKED,37393416,
XaEQw,Pm-1 - Polymyositis-scleroderma antibody level,0,,0.0,UNCHECKED,37393417,
XaINX,Anti-tissue transglutaminase level,0,,0.0,UNCHECKED,37398328,
XaIU3,Serum M2 antibody level,0,,0.0,UNCHECKED,37394256,
XaIba,Serum anti-glutamic decarboxylase level,0,,0.0,UNCHECKED,37392507,
XaIZG,Serum anti-ganglioside M1 level,0,,0.0,UNCHECKED,37392508,
XaIbb,Serum anti-ganglioside M2 level,0,,0.0,UNCHECKED,37392509,
XaIbc,Serum anti-neuronal nuclei antibody level,0,,0.0,UNCHECKED,37392510,
XaIbi,Serum voltage-gated calcium channel antibody level,0,,0.0,UNCHECKED,37392511,
XaIdk,M2 mitochondrial antibody (EIA) level,0,,0.0,UNCHECKED,37392512,
XaIdl,M4 mitochondrial antibody (EIA) level,0,,0.0,UNCHECKED,37392513,
XaIds,M9 mitochondrial antibody (EIA) level,0,,0.0,UNCHECKED,37392514,
XaInN,Ribosomal autoantibody level,0,,0.0,UNCHECKED,37397970,
XaInO,IgA anticardiolipin level,0,,0.0,UNCHECKED,37394312,
XaIoU,Total anticardiolipin antibody level,0,,0.0,UNCHECKED,37399619,
XaIwP,Anti-beta2 glycoprotein-1 antibody level,0,,0.0,UNCHECKED,37397890,
Xad19,Serum anti-beta2 glycoprotein-1 antibody concentration,0,,0.0,UNCHECKED,37399236,
XaIxf,HEp-2 cytoplasmic pattern,0,,0.0,UNCHECKED,37398168,
XaJGI,Anti-testes antibody level,0,,0.0,UNCHECKED,37393173,
XaJNM,GT1b IgM level,0,,0.0,UNCHECKED,37394257,
XaJNN,GT1b IgG level,0,,0.0,UNCHECKED,37394086,
XaJNO,GQ1b IgG level,0,,0.0,UNCHECKED,37398811,
XaJNP,GQ1b IgM level,0,,0.0,UNCHECKED,37398765,
XaJO5,GM1 IgG level,0,,0.0,UNCHECKED,37398775,
XaJO6,GM1 IgM level,0,,0.0,UNCHECKED,37398697,
XaJO8,CM1 IgG level,0,,0.0,UNCHECKED,37394087,
XaJOB,GD1a IgM level,0,,0.0,UNCHECKED,37398698,
XaJOC,GD1a IgG level,0,,0.0,UNCHECKED,37394152,
X76wn,Lupus antibody activity,0,,0.0,UNCHECKED,37393176,
XaJg2,Tissue transglutaminase IgA level,0,,0.0,UNCHECKED,37393181,
XaJg3,Tissue transglutaminase IgG level,0,,0.0,UNCHECKED,37399214,
XaJjU,Serum anti-ganglioside M1 IgG level,0,,0.0,UNCHECKED,37399593,
XaJjV,Serum anti-ganglioside M1 IgM level,0,,0.0,UNCHECKED,37393182,
XaJjW,Serum anti-ganglioside Q1b IgG level,0,,0.0,UNCHECKED,37393283,
XaJjX,Serum anti-ganglioside Q1b IgM level,0,,0.0,UNCHECKED,37397781,
XaJjY,Serum anti-ganglioside T1b IgG level,0,,0.0,UNCHECKED,37393284,
XaJjZ,Serum anti-ganglioside T1b IgM level,0,,0.0,UNCHECKED,37393049,
XaJja,Serum anti-ganglioside D1a IgG level,0,,0.0,UNCHECKED,37397782,
XaJjb,Serum anti-ganglioside D1a IgM level,0,,0.0,UNCHECKED,37393285,
XaJnq,Serum voltage-gated potassium channel antibody level,0,,0.0,UNCHECKED,37393286,
XaJpW,Ganglioside GQ1b antibody level,0,,0.0,UNCHECKED,37397783,
XaJpX,Ganglioside GD1a antibody level,0,,0.0,UNCHECKED,37393287,
XaJpY,Sulphatide antibody level,0,,0.0,UNCHECKED,37393050,
XaJpZ,Ganglioside GT1b antibody level,0,,0.0,UNCHECKED,37397784,
XaKF6,GD3 antibody level,0,,0.0,UNCHECKED,37393754,
XaKF7,Voltage gated potassium channel antibody level,0,,0.0,UNCHECKED,37393770,
XaKIX,Voltage gated calcium channel antibody level,0,,0.0,UNCHECKED,37393755,
XaLV8,Anti-nuclear (speckled) antibody level,0,,0.0,UNCHECKED,37399286,
XaZPw,Insulinoma-associated antigen-2 antibody level,0,,0.0,UNCHECKED,37392616,
Xad5y,Serum islet antigen 2 antibody concentration,0,,0.0,UNCHECKED,37392976,
Xa01w,Immunology test,0,,0.0,UNCHECKED,37393418,
XaIMS,Cytomegalovirus antigen test,0,,0.0,UNCHECKED,37399069,
XaIoR,Immune complex IgG level,0,,0.0,UNCHECKED,37397971,
XaIoS,Immune complex IgM level,0,,0.0,UNCHECKED,37397972,
XaIof,Cryptosporidia antigen level,0,,0.0,UNCHECKED,37392854,
XaIqm,Hepatitis immunity test,0,,0.0,UNCHECKED,37393288,
XaIxe,HEp-2 nuclear pattern,0,,0.0,UNCHECKED,37398169,
XaIxg,HEp-2 centromere,0,,0.0,UNCHECKED,37398170,
XaIyp,ANCA profile,0,,0.0,UNCHECKED,37398386,
XaIyq,ANCA pattern,0,,0.0,UNCHECKED,37398171,
XaJUC,Rheumatoid arthritis particle agglutination test,0,,0.0,UNCHECKED,37392902,
XaJld,Norwalk virus antigen test,0,,0.0,UNCHECKED,37393289,
XaJlu,Crithidia immunofluorescence,0,,0.0,UNCHECKED,37397785,
XaKCy,S-100 neuronal cell marker level,0,,0.0,UNCHECKED,37393725,
XaKF5,FMC7 absolute count,0,,0.0,UNCHECKED,37393580,
XaKFc,Percentage glycophorin count,0,,0.0,UNCHECKED,37399690,
XaL2s,Direct immunofluorescence of skin,0,,0.0,UNCHECKED,37393551,
XaO8J,Parvovirus B19 antigen test,0,,0.0,UNCHECKED,37398278,
XaaaV,Tuberculosis test by ELISA interferon-gamma release assay,0,,0.0,UNCHECKED,37398271,
XaPQ6,Diphtheria toxin neutralisation test,0,,0.0,UNCHECKED,37398432,
XaQV0,Thrombophilia deoxyribonucleic acid marker screening test,0,,0.0,UNCHECKED,37398157,
XaX5r,Double stranded deoxyribonucleic acid antibody detection using Crithidia luciliae,0,,0.0,UNCHECKED,37398163,
Xabni,Chromatin immunoglobulin G antibody level,0,,0.0,UNCHECKED,37392964,
XaerO,Natural killer cell activation,0,,0.0,UNCHECKED,37395365,
XaEXR,Blood group antibody screening test,0,,0.0,UNCHECKED,37393419,
XaEXS,Mitochondrial antibody screening test,0,,0.0,UNCHECKED,37393420,
XaEXT,Indirect plat antibody screening test,0,,0.0,UNCHECKED,37393421,
XaEXU,Lupus anticoagulant screening test,0,,0.0,UNCHECKED,37399268,
XaEXV,Intrinsic factor ab screening test,0,,0.0,UNCHECKED,37393422,
XaEXW,HLA B27 antigen screening test,0,,0.0,UNCHECKED,37393423,
XaEXX,Rheumatoid arthritis screening test,0,,0.0,UNCHECKED,37393424,
XaInM,Nuclear autoantibody screening test,0,,0.0,UNCHECKED,37392855,
XaInP,Phospholipid antibody screening test,0,,0.0,UNCHECKED,37392856,
XaInQ,HEp-2 cell autoantibody screening test,0,,0.0,UNCHECKED,37398551,
Xacv4,HEp-2 (human epithelial type 2) cell antinuclear antibody screening test,0,,0.0,UNCHECKED,37392969,
XaIqP,Cell tissue autoantibody screening test,0,,0.0,UNCHECKED,37399188,
XaIqQ,Allergy screening test,0,,0.0,UNCHECKED,37392857,
XaIwJ,Cryoglobulin screening test,0,,0.0,UNCHECKED,37398069,
XaJkW,ENA antibody screening test,0,,0.0,UNCHECKED,37393051,
XaJlg,HLA B5 antigen screening test,0,,0.0,UNCHECKED,37393290,
XSEvv,Heterophile antibody screen,0,,0.0,UNCHECKED,37393733,
XaFtk,Cytomegalovirus early antigen level,0,,0.0,UNCHECKED,37393213,
XaFtl,Cytomegalovirus latex test,0,,0.0,UNCHECKED,37394393,
XaFu8,Dengue virus IgG level,0,,0.0,UNCHECKED,37393214,
XaFu9,Dengue virus IgM level,0,,0.0,UNCHECKED,37399240,
XaFuD,Enterovirus IgM level,0,,0.0,UNCHECKED,37393215,
XaFuN,HIV antibody/antigen (Duo),0,,0.0,UNCHECKED,37393216,
XaFuP,HTLV 1 antibody level,0,,0.0,UNCHECKED,37393217,
XaFuQ,Hantavirus antibody level,0,,0.0,UNCHECKED,37393218,
XaFuR,Hepatitis B surface antibody level,0,,0.0,UNCHECKED,37393219,
XaFuS,Hepatitis B surface antigen level,0,,0.0,UNCHECKED,37399241,
XaFuT,Hepatitis B core IgM level,0,,0.0,UNCHECKED,37393220,
XaFuU,Hepatitis B core antibody level,0,,0.0,UNCHECKED,37393221,
XaFuV,Hepatitis B e antibody level,0,,0.0,UNCHECKED,37393222,
XaFuX,Hepatitis C recombinant immunoblot assay,0,,0.0,UNCHECKED,37398719,
XaFuZ,Herpes simplex antibody level,0,,0.0,UNCHECKED,37393223,
XaFud,Influenza A antibody level,0,,0.0,UNCHECKED,37393224,
XaFue,Influenza B antibody level,0,,0.0,UNCHECKED,37393225,
XaFuk,Measles IgG level,0,,0.0,UNCHECKED,37393226,
XaFul,Measles IgM level,0,,0.0,UNCHECKED,37393227,
XaFum,Measles antibody level,0,,0.0,UNCHECKED,37393228,
XaFur,Mumps IgG level,0,,0.0,UNCHECKED,37393229,
XaFus,Mumps IgM level,0,,0.0,UNCHECKED,37393230,
XaFut,Mumps S antibody level,0,,0.0,UNCHECKED,37393231,
XaFuu,Mumps V antibody level,0,,0.0,UNCHECKED,37393232,
XaFuv,Mumps antibody level,0,,0.0,UNCHECKED,37393233,
XaFv4,Parvovirus B19 IgG level,0,,0.0,UNCHECKED,37393234,
XaFv5,Parvovirus B19 IgM level,0,,0.0,UNCHECKED,37393235,
XaFvE,Poliovirus antibody level,0,,0.0,UNCHECKED,37399242,
XaFvJ,RSV antigen level,0,,0.0,UNCHECKED,37393236,
XaFvL,Ross river fever antibody level,0,,0.0,UNCHECKED,37393237,
XaFvM,Rubella (single radial haemolysis) antibody,0,,0.0,UNCHECKED,37394398,
XaFw8,Varicella zoster IgM level,0,,0.0,UNCHECKED,37393238,
XaILL,Hantavirus IgG level,0,,0.0,UNCHECKED,37398329,
XaILM,Hantavirus IgM level,0,,0.0,UNCHECKED,37398330,
XaILO,Varicella zoster antibody level,0,,0.0,UNCHECKED,37398331,
XaILm,Poliovirus 1 antibody level,0,,0.0,UNCHECKED,37398332,
XaILi,Rubella antibody level,0,,0.0,UNCHECKED,37399070,
XaILn,Poliovirus 2 antibody level,0,,0.0,UNCHECKED,37399667,
XaIM6,HTLV 2 antibody level,0,,0.0,UNCHECKED,37399587,
XaIRm,Respiratory syncytial virus antibody level,0,,0.0,UNCHECKED,37392515,
XaIRy,Herpes simplex IgM level,0,,0.0,UNCHECKED,37392516,
XaIbP,Parainfluenza type 2 antibody level,0,,0.0,UNCHECKED,37399137,
XaIbN,Parainfluenza virus antibody level,0,,0.0,UNCHECKED,37392517,
XaIdE,Parainfluenza type 3 antibody level,0,,0.0,UNCHECKED,37392519,
XaIso,Alphavirus antibody level,0,,0.0,UNCHECKED,37398081,
XaInf,Coxsackievirus antibody level,0,,0.0,UNCHECKED,37392858,
XaIor,Parvovirus antibody level,0,,0.0,UNCHECKED,37392859,
XaJJL,Herpes simplex IgG level,0,,0.0,UNCHECKED,37393165,
XSEzR,Respiratory syncytial virus antigen assay,0,,0.0,UNCHECKED,37393549,
XSEzM,Parainfluenza virus antigen assay,0,,0.0,UNCHECKED,37393698,
XaMAj,Poliovirus 3 antibody level,0,,0.0,UNCHECKED,37393556,
XaesB,Chikungunya virus IgG antibody level,0,,0.0,UNCHECKED,37395401,
XaesC,Chikungunya virus IgM antibody level,0,,0.0,UNCHECKED,37395402,
XaesZ,Hepatitis D IgM antibody detection assay,0,,0.0,UNCHECKED,37395417,
XaFtT,Borrelia burgdorferi IgG level,0,,0.0,UNCHECKED,37393239,
XaFtU,Borrelia burgdorferi antibody level,0,,0.0,UNCHECKED,37393240,
XaFtV,Bordetella pertussis antibody level,0,,0.0,UNCHECKED,37393241,
XaFtW,Borrelia burgdorferi blot test,0,,0.0,UNCHECKED,37394253,
XaFtX,Bartonella antibody level,0,,0.0,UNCHECKED,37398594,
XaFtY,Bartonella henselae IgG level,0,,0.0,UNCHECKED,37393910,
XaFtZ,Bartonella henselae IgM level,0,,0.0,UNCHECKED,37393911,
XaFta,Bartonella quintana IgG level,0,,0.0,UNCHECKED,37399341,
XaFtb,Bartonella quintana IgM level,0,,0.0,UNCHECKED,37393912,
XaFte,Brucella complement fixation test,0,,0.0,UNCHECKED,37394226,
XaFtf,Brucella IgG level,0,,0.0,UNCHECKED,37393913,
XaFtg,Brucella IgM level,0,,0.0,UNCHECKED,37398681,
XaFtj,Chlamydia trachomatis L2 antibody level,0,,0.0,UNCHECKED,37393914,
XaFtp,Cat scratch fever antibody level,0,,0.0,UNCHECKED,37399342,
XaFtq,Chlamydia antibody level,0,,0.0,UNCHECKED,37393915,
XaFtr,Chlamydia group complement fixation test,0,,0.0,UNCHECKED,37394389,
XaFts,Chlamydia pneumoniae IgG level,0,,0.0,UNCHECKED,37393916,
XaFtt,Chlamydia pneumoniae IgM level,0,,0.0,UNCHECKED,37393917,
XaFtu,Chlamydia psittaci antibody level,0,,0.0,UNCHECKED,37398682,
XaFtv,Chlamydia trachomatis IgG level,0,,0.0,UNCHECKED,37393918,
XaFu0,Coxiella burnetii 2 antibody level,0,,0.0,UNCHECKED,37397853,
XaFu1,Coxiella burnetii antibody level,0,,0.0,UNCHECKED,37397854,
XaFu2,Coxiella burnetii 1 antibody level,0,,0.0,UNCHECKED,37397855,
XaFuA,Diphtheria antibody level,0,,0.0,UNCHECKED,37398961,
XaFuE,Fluorescent treponemal antibody absorption IgG level,0,,0.0,UNCHECKED,37398789,
XaFuF,Fluorescent treponemal antibody absorption IgM level,0,,0.0,UNCHECKED,37394241,
XaFuG,Faenia rectivirgula antibody level,0,,0.0,UNCHECKED,37397856,
XaFuf,Legionella immunofluorescence,0,,0.0,UNCHECKED,37394242,
XaFug,Legionella rapid microagglutination test,0,,0.0,UNCHECKED,37398735,
XaFuh,Legionella antigen level,0,,0.0,UNCHECKED,37397857,
XaFuj,Leptospiral microagglutination test,0,,0.0,UNCHECKED,37394243,
XaFun,Meningococcal IgG level,0,,0.0,UNCHECKED,37397858,
XaFuo,Meningococcal IgM level,0,,0.0,UNCHECKED,37398962,
XaFux,Mycoplasma agglutination test,0,,0.0,UNCHECKED,37397859,
XaFvA,Pneumococcal IgG 1 level,0,,0.0,UNCHECKED,37399603,
XaFvB,Pneumococcal IgG 2 level,0,,0.0,UNCHECKED,37397860,
XaFvC,Pneumococcal IgG level,0,,0.0,UNCHECKED,37397861,
XaFvH,Psittacosis LGV antibody level,0,,0.0,UNCHECKED,37394244,
XaFvI,Psittacosis antibody level,0,,0.0,UNCHECKED,37394390,
XaFvK,Rickettsial antibody level,0,,0.0,UNCHECKED,37398963,
XaFvS,Streptococcal anti DNAse B titre,0,,0.0,UNCHECKED,37397862,
XaFvU,Syphilis IgG level,0,,0.0,UNCHECKED,37398790,
XaFvX,Tetanus IgG level,0,,0.0,UNCHECKED,37397863,
XaFvc,Treponema pallidum IgG level,0,,0.0,UNCHECKED,37399582,
XaFvd,Treponema pallidum IgM level,0,,0.0,UNCHECKED,37397864,
XaFvf,VDRL titre,0,,0.0,UNCHECKED,37398055,
XaILH,Borrelia burgdorferi IgM level,0,,0.0,UNCHECKED,37398333,
XaILI,Brucella antibody level,0,,0.0,UNCHECKED,37399071,
XaILo,Leptospiral antibody level,0,,0.0,UNCHECKED,37398334,
XaILq,Leptospiral IgG level,0,,0.0,UNCHECKED,37398335,
XaIvY,Anti pertussis toxin IgG level,0,,0.0,UNCHECKED,37397900,
XaIM1,Coxiella burnetii IgA level,0,,0.0,UNCHECKED,37398336,
XaIM3,Coxiella burnetii IgG level,0,,0.0,UNCHECKED,37399072,
XaIM2,Coxiella burnetii IgM level,0,,0.0,UNCHECKED,37398337,
XaILs,Legionella IgG level,0,,0.0,UNCHECKED,37399668,
XaILt,Legionella IgM level,0,,0.0,UNCHECKED,37398338,
XaILk,Rickettsial IgG level,0,,0.0,UNCHECKED,37398339,
XaILl,Rickettsial IgM level,0,,0.0,UNCHECKED,37398340,
XaILy,Chlamydia psittaci IgG level,0,,0.0,UNCHECKED,37398341,
XaILz,Chlamydia psittaci IgM level,0,,0.0,UNCHECKED,37398342,
XaIM0,Chlamydia trachomatis IgM level,0,,0.0,UNCHECKED,37398343,
XaFtQ,Aspergillus fumigatus 1 precipitin level,0,,0.0,UNCHECKED,37394085,
XaFtR,Aspergillus fumigatus 2 precipitin level,0,,0.0,UNCHECKED,37398696,
XaFtc,Blastomyces antibody level,0,,0.0,UNCHECKED,37399631,
XaFto,Candida antigen level,0,,0.0,UNCHECKED,37398056,
XaFtx,Coccidioides antibody level,0,,0.0,UNCHECKED,37398057,
XaFu3,Cryptococcus antigen level,0,,0.0,UNCHECKED,37399034,
XaFuH,Farmers lung antibody level,0,,0.0,UNCHECKED,37398058,
XaFub,Histoplasma antibody level,0,,0.0,UNCHECKED,37398059,
XaFvD,Pneumocystis carinii IF,0,,0.0,UNCHECKED,37394102,
XaFuw,Mushroom precipitin level,0,,0.0,UNCHECKED,37398060,
XaILF,Aspergillus fumigatus 1 antibody level,0,,0.0,UNCHECKED,37398372,
XaILG,Aspergillus fumigatus 2 antibody level,0,,0.0,UNCHECKED,37398373,
XaILJ,Candida antibody level,0,,0.0,UNCHECKED,37398374,
XaIc3,Pneumocystis carinii antigen level,0,,0.0,UNCHECKED,37392520,
XaIog,Fungal precipitin level,0,,0.0,UNCHECKED,37392860,
XaKCd,Aspergillus fumigatus IgG level,0,,0.0,UNCHECKED,37393590,
XaKCi,Micropolyspora faeni IgG level,0,,0.0,UNCHECKED,37393723,
XaMBQ,Aspergillus antigen level,0,,0.0,UNCHECKED,37398123,
XaZYC,Saccharomyces cerevisiae antibody specificity,0,,0.0,UNCHECKED,37392443,
XaZYD,Saccharomyces cerevisiae IgA antibody specificity,0,,0.0,UNCHECKED,37392450,
XaZYE,Saccharomyces cerevisiae IgG antibody specificity,0,,0.0,UNCHECKED,37392448,
XaFtP,Amoebic antibody level,0,,0.0,UNCHECKED,37399035,
XaFu4,Cysticercosis EIA,0,,0.0,UNCHECKED,37394103,
XaFu5,Cysticercosis indirect fluorescence antibody test,0,,0.0,UNCHECKED,37394104,
XaFu6,Cysticercosis antibody level,0,,0.0,UNCHECKED,37398061,
XaFuC,Entamoeba histolytica antibody level,0,,0.0,UNCHECKED,37399632,
XaFuJ,Filaria antibody level,0,,0.0,UNCHECKED,37398062,
XaFuc,Hydatid antibody level,0,,0.0,UNCHECKED,37399036,
XaFui,Leishmania antibody level,0,,0.0,UNCHECKED,37398063,
XaFvO,Schistosomal antibody level,0,,0.0,UNCHECKED,37398064,
XaFvT,Strongyloides antibody level,0,,0.0,UNCHECKED,37398065,
XaFvV,Taenia thalopophilus antibody level,0,,0.0,UNCHECKED,37398066,
XaFvW,Taenia vulgaris antibody level,0,,0.0,UNCHECKED,37399037,
XaFvY,Toxoplasma (immunosorbent agglutination assay) IgM level,0,,0.0,UNCHECKED,37394105,
XaFvZ,Toxoplasma dye test,0,,0.0,UNCHECKED,37398067,
XaFva,Toxoplasma IgG level,0,,0.0,UNCHECKED,37398068,
XaFve,Trypanosomal antibody level,0,,0.0,UNCHECKED,37399633,
XaILR,Trypanosomal (African) antibody level,0,,0.0,UNCHECKED,37398375,
XaILQ,Trypanosomal (South American) antibody level,0,,0.0,UNCHECKED,37398376,
XaLHp,Thermoactinomyces thalpophilus antibody level,0,,0.0,UNCHECKED,37393446,
XaLHq,Thermoactinomyces vulgaris antibody level,0,,0.0,UNCHECKED,37398622,
XaMp4,Toxoplasma (immunosorbent agglutination assay) IgA level,0,,0.0,UNCHECKED,37398145,
XaFtw,Chlamydia trachomatis polymerase chain reaction,0,,0.0,UNCHECKED,37394106,
XaFu7,Dengue polymerase chain reaction,0,,0.0,UNCHECKED,37398768,
XaFuK,HIV 1 PCR,0,,0.0,UNCHECKED,37394107,
XaFuW,Hepatitis C PCR,0,,0.0,UNCHECKED,37394343,
XaFuY,Herpes simplex polymerase chain reaction,0,,0.0,UNCHECKED,37394108,
XaFup,Meningococcal polymerase chain reaction,0,,0.0,UNCHECKED,37394344,
XaFuy,Neisseria gonorrhoeae polymerase chain reaction,0,,0.0,UNCHECKED,37394109,
XaFvb,Toxoplasma polymerase chain reaction,0,,0.0,UNCHECKED,37394110,
XaMBF,Human immunodeficiency virus proviral deoxyribonucleic acid polymerase chain reaction,0,,0.0,UNCHECKED,37398729,
XaO7j,Adenovirus polymerase chain reaction,0,,0.0,UNCHECKED,37394264,
XaO81,Adenovirus group F polymerase chain reaction,0,,0.0,UNCHECKED,37398488,
XaO82,Pneumocystis polymerase chain reaction,0,,0.0,UNCHECKED,37392287,
XaO83,Respiratory virus screen by polymerase chain reaction,0,,0.0,UNCHECKED,37392288,
XaO84,Human bocavirus polymerase chain reaction,0,,0.0,UNCHECKED,37392289,
XaIyi,Curry RAST test,0,,0.0,UNCHECKED,37398397,
XaIyj,Tea RAST test,0,,0.0,UNCHECKED,37398387,
XaIyr,Grape RAST test,0,,0.0,UNCHECKED,37398172,
XaIys,Hop RAST test,0,,0.0,UNCHECKED,37398173,
XaJYK,Pigeon feather RAST test,0,,0.0,UNCHECKED,37397786,
XaJYL,Goose feather RAST test,0,,0.0,UNCHECKED,37393291,
XaJYM,Turkey feather RAST test,0,,0.0,UNCHECKED,37393292,
XaJYN,Amoxicilloyl RAST test,0,,0.0,UNCHECKED,37397787,
XaJYO,Chinchilla RAST test,0,,0.0,UNCHECKED,37393052,
XaJYP,Chilli pepper RAST test,0,,0.0,UNCHECKED,37393293,
XaJYQ,Fungal mix RAST test,0,,0.0,UNCHECKED,37399250,
XaJYR,Pine nut RAST test,0,,0.0,UNCHECKED,37398571,
XaJYS,Honey RAST test,0,,0.0,UNCHECKED,37397788,
XaJiJ,Coffee RAST test,0,,0.0,UNCHECKED,37397789,
XaJiK,Celery RAST test,0,,0.0,UNCHECKED,37393485,
XaJiL,Carrot RAST test,0,,0.0,UNCHECKED,37393486,
XaJiM,Carob bean RAST test,0,,0.0,UNCHECKED,37397792,
XaJiN,Candida albicans RAST test,0,,0.0,UNCHECKED,37393379,
XaJiO,Cabbage RAST test,0,,0.0,UNCHECKED,37393489,
XaJiP,Black olive RAST test,0,,0.0,UNCHECKED,37393490,
XaJiQ,Ascaris RAST test,0,,0.0,UNCHECKED,37397793,
XaJiR,White pine pollen RAST test,0,,0.0,UNCHECKED,37393491,
XaJiS,White bean RAST test,0,,0.0,UNCHECKED,37399215,
