field_id,field_name,type_name,encoding_name,unit_name,category_name,strata_name,stability_name,n_values,item_count,num_participants,n_visits,n_indices,notes
30010,Red blood cell (erythrocyte) count,Continuous,NOT-ENCODED,10^12 cells/Litre,Blood count,Primary,Complete,,503449,479353,3,1,"Result of ""Red Blood Cell Count"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Red blood cells is the number of erythrocytes. <p> Analyser operating range was 0 to 2x10^13 cells/Litre. <p> Typical reference range is 3.9x10^12 to 5.5x10^12 cells/Litre."
30011,Red blood cell (erythrocyte) count freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474900,474900,1,1,"Number of freeze-thaw cycles sample went through before ""Red Blood Cell Count"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30012,Red blood cell (erythrocyte) count acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503449,479353,3,1,"Original collection time of sample used for ""Red Blood Cell Count"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30013,Red blood cell (erythrocyte) count device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503449,479353,3,1,Identifier for device used to measure Red blood cell (erythrocyte) count
30014,Red blood cell (erythrocyte) count acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,503449,479353,3,1,Route whereby data for Red blood cell (erythrocyte) count was transferred from analyser device to UK Biobank core LIMS database.
30020,Haemoglobin concentration,Continuous,NOT-ENCODED,grams/decilitre,Blood count,Primary,Complete,,503451,479352,3,1,"Result of ""Haemoglobin Concentration"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. <p> Analyser operating range was 0 to 99.9g/dL <p> Typical reference range is 12.1 to 16.3g/dL"
30021,Haemoglobin concentration freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474900,474900,1,1,"Number of freeze-thaw cycles sample went through before ""Haemoglobin Concentration"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30022,Haemoglobin concentration acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503451,479352,3,1,"Original collection time of sample used for ""Haemoglobin Concentration"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30023,Haemoglobin concentration device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503451,479352,3,1,Identifier for device used to measure Haemoglobin concentration
30024,Haemoglobin concentration acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,503451,479352,3,1,Route whereby data for Haemoglobin concentration was transferred from analyser device to UK Biobank core LIMS database.
30030,Haematocrit percentage,Continuous,NOT-ENCODED,percent,Blood count,Primary,Complete,,503451,479353,3,1,"Result of ""Haematocrit"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Haematocrit Percentage is the relative volume of packed erythrocytes to whole blood, computed by the formula: (red blood cells x mean corpuscular volume) / 10. <p> Analyser operating range was 0 to 99.9% <p> Typical reference range is 35.4 to 47.2%"
30031,Haematocrit freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474900,474900,1,1,"Number of freeze-thaw cycles sample went through before ""Haematocrit"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30032,Haematocrit acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503451,479353,3,1,"Original collection time of sample used for ""Haematocrit"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30033,Haematocrit percentage device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503451,479353,3,1,Identifier for device used to measure Haematocrit percentage
30034,Haematocrit percentage acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,503451,479353,3,1,Route whereby data for Haematocrit percentage was transferred from analyser device to UK Biobank core LIMS database.
30040,Mean corpuscular volume,Continuous,NOT-ENCODED,femtolitres,Blood count,Primary,Complete,,503449,479352,3,1,"Result of ""Mean Corpuscular Volume"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Mean Corpuscular Haemoglobin Concentration (pg) is the weight of hemoglobin in the average erythrocyte, computed by the formula: MCH = (hemoglobin/red blood cells) x 10."
30041,Mean corpuscular volume freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474898,474898,1,1,"Number of freeze-thaw cycles sample went through before ""Mean Corpuscular Volume"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30042,Mean corpuscular volume acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503449,479352,3,1,"Original collection time of sample used for ""Mean Corpuscular Volume"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30043,Mean corpuscular volume device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503449,479352,3,1,Identifier for device used to measure Mean corpuscular volume
30044,Mean corpuscular volume acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,503449,479352,3,1,Route whereby data for Mean corpuscular volume was transferred from analyser device to UK Biobank core LIMS database.
30050,Mean corpuscular haemoglobin,Continuous,NOT-ENCODED,picograms,Blood count,Primary,Complete,,503445,479349,3,1,"Result of ""Mean Corpuscular Haemoglobin"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit."
30051,Mean corpuscular haemoglobin freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474897,474897,1,1,"Number of freeze-thaw cycles sample went through before ""Mean Corpuscular Haemoglobin"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30052,Mean corpuscular haemoglobin acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503445,479349,3,1,"Original collection time of sample used for ""Mean Corpuscular Haemoglobin"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30053,Mean corpuscular haemoglobin device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503445,479349,3,1,Identifier for device used to measure Mean corpuscular haemoglobin
30054,Mean corpuscular haemoglobin acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,503445,479349,3,1,Route whereby data for Mean corpuscular haemoglobin was transferred from analyser device to UK Biobank core LIMS database.
30060,Mean corpuscular haemoglobin concentration,Continuous,NOT-ENCODED,grams/decilitre,Blood count,Primary,Complete,,503441,479346,3,1,"Result of ""Mean Corpuscular Haemoglobin Concentration"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Mean Corpuscular Haemoglobin Concentration (g/dL) is the average weight of haemoglobin in a measured dilution, computed by the formula: (haemoglobin/haematocrit) x 100."
30061,Mean corpuscular haemoglobin concentration freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474893,474893,1,1,"Number of freeze-thaw cycles sample went through before ""Mean Corpuscular Haemoglobin Concentration"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30062,Mean corpuscular haemoglobin concentration acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503441,479346,3,1,"Original collection time of sample used for ""Mean Corpuscular Haemoglobin Concentration"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30063,Mean corpuscular haemoglobin concentration device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503441,479346,3,1,Identifier for device used to measure Mean corpuscular haemoglobin concentration
30064,Mean corpuscular haemoglobin concentration acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,503441,479346,3,1,Route whereby data for Mean corpuscular haemoglobin concentration was transferred from analyser device to UK Biobank core LIMS database.
30070,Red blood cell (erythrocyte) distribution width,Continuous,NOT-ENCODED,percent,Blood count,Primary,Complete,,503449,479352,3,1,"Result of ""Red Distribution Width"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Red blood cell Distribution Width is the size distribution spread of the erythrocyte population derived from the red blood cell histogram. It is the coefficient of variation (CV) expressed in % of the red blood cell size distribution."
30071,Red blood cell (erythrocyte) distribution width freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474898,474898,1,1,"Number of freeze-thaw cycles sample went through before ""Red Distribution Width"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30072,Red blood cell (erythrocyte) distribution width acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503449,479352,3,1,"Original collection time of sample used for ""Red Distribution Width"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30073,Red blood cell (erythrocyte) distribution width device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503449,479352,3,1,Identifier for device used to measure Red blood cell (erythrocyte) distribution width
30074,Red blood cell (erythrocyte) distribution width acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,503449,479352,3,1,Route whereby data for Red blood cell (erythrocyte) distribution width was transferred from analyser device to UK Biobank core LIMS database.
30080,Platelet count,Continuous,NOT-ENCODED,10^9 cells/Litre,Blood count,Primary,Complete,,503448,479349,3,1,"Result of ""Platelet Count"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Platelet count is the number of thrombocytes derived from the platelet histogram."
30081,Platelet count freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474897,474897,1,1,"Number of freeze-thaw cycles sample went through before ""Platelet Count"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30082,Platelet count acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503448,479349,3,1,"Original collection time of sample used for ""Platelet Count"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30083,Platelet count device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503448,479349,3,1,Identifier for device used to measure Platelet count
30084,Platelet count acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,503448,479349,3,1,Route whereby data for Platelet count was transferred from analyser device to UK Biobank core LIMS database.
30090,Platelet crit,Continuous,NOT-ENCODED,percent,Blood count,Primary,Complete,,497774,479135,3,1,"Result of ""Platelet Crit"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Platelet Crit is a computed value that represents the platelet packed cell volume."
30091,Platelet crit freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474893,474893,1,1,"Number of freeze-thaw cycles sample went through before ""Platelet Crit"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30092,Platelet crit acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,497774,479135,3,1,"Original collection time of sample used for ""Platelet Crit"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30093,Platelet crit device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,497774,479135,3,1,Identifier for device used to measure Platelet crit
30094,Platelet crit acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,497774,479135,3,1,Route whereby data for Platelet crit was transferred from analyser device to UK Biobank core LIMS database.
30100,Mean platelet (thrombocyte) volume,Continuous,NOT-ENCODED,femtolitres,Blood count,Primary,Complete,,503441,479344,3,1,"Result of ""Mean Platelet Volume"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Mean Platelet Volume is the average volume of individual platelets derived from the platelet histogram."
30101,Mean platelet (thrombocyte) volume freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474892,474892,1,1,"Number of freeze-thaw cycles sample went through before ""Mean Platelet Volume"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30102,Mean platelet (thrombocyte) volume acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503441,479344,3,1,"Original collection time of sample used for ""Mean Platelet Volume"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30103,Mean platelet (thrombocyte) volume device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,503441,479344,3,1,Identifier for device used to measure Mean platelet (thrombocyte) volume
30104,Mean platelet (thrombocyte) volume acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,503441,479344,3,1,Route whereby data for Mean platelet (thrombocyte) volume was transferred from analyser device to UK Biobank core LIMS database.
30110,Platelet distribution width,Continuous,NOT-ENCODED,percent,Blood count,Primary,Complete,,497773,479134,3,1,"Result of ""Platelet Distribution Width"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Platelet Distribution Width is the coefficient of variation of platelet size."
30111,Platelet distribution width freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474892,474892,1,1,"Number of freeze-thaw cycles sample went through before ""Platelet Distribution Width"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30112,Platelet distribution width acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,497773,479134,3,1,"Original collection time of sample used for ""Platelet Distribution Width"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30113,Platelet distribution width device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,497773,479134,3,1,Identifier for device used to measure Platelet distribution width
30114,Platelet distribution width acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,497773,479134,3,1,Route whereby data for Platelet distribution width was transferred from analyser device to UK Biobank core LIMS database.
30120,Lymphocyte count,Continuous,NOT-ENCODED,10^9 cells/Litre,Blood count,Primary,Complete,,502543,478485,3,1,"Result of ""Lymphocytes Number"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Lymphocyte count is the proportion of ( lymphoctyes / 100 ) x white blood cell count"
30121,Lymphocyte count freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474013,474013,1,1,"Number of freeze-thaw cycles sample went through before ""Lymphocytes Number"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30122,Lymphocyte count acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502543,478485,3,1,"Original collection time of sample used for ""Lymphocytes Number"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30123,Lymphocyte count device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502543,478485,3,1,Identifier for device used to measure Lymphocyte count
30124,Lymphocyte count acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,502543,478485,3,1,Route whereby data for Lymphocyte count was transferred from analyser device to UK Biobank core LIMS database.
30130,Monocyte count,Continuous,NOT-ENCODED,10^9 cells/Litre,Blood count,Primary,Complete,,502543,478485,3,1,"Result of ""Monocytes Number"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Monocyte count is the proportion of ( monoctyes / 100 ) x white blood cell count."
30131,Monocyte count freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474007,474007,1,1,"Number of freeze-thaw cycles sample went through before ""Monocytes Number"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30132,Monocyte count acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502543,478485,3,1,"Original collection time of sample used for ""Monocytes Number"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30133,Monocyte count device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502543,478485,3,1,Identifier for device used to measure Monocyte count
30134,Monocyte count acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,502543,478485,3,1,Route whereby data for Monocyte count was transferred from analyser device to UK Biobank core LIMS database.
30140,Neutrophill count,Continuous,NOT-ENCODED,10^9 cells/Litre,Blood count,Primary,Complete,,502543,478485,3,1,"Result of ""Neutrophils Number"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Neutrophils count is the proportion of ( neutrophils / 100 ) x white blood cell count."
30141,Neutrophill count freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474013,474013,1,1,"Number of freeze-thaw cycles sample went through before ""Neutrophils Number"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30142,Neutrophill count acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502543,478485,3,1,"Original collection time of sample used for ""Neutrophils Number"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30143,Neutrophill count device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502543,478485,3,1,Identifier for device used to measure Neutrophill count
30144,Neutrophill count acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,502543,478485,3,1,Route whereby data for Neutrophill count was transferred from analyser device to UK Biobank core LIMS database.
30150,Eosinophill count,Continuous,NOT-ENCODED,10^9 cells/Litre,Blood count,Primary,Complete,,502543,478485,3,1,"Result of ""Eosinophils Number"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Eosinophils count is the proportion of ( eosinophils / 100 ) x white blood cell count."
30151,Eosinophill count freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,473909,473909,1,1,"Number of freeze-thaw cycles sample went through before ""Eosinophils Number"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30152,Eosinophill count acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502543,478485,3,1,"Original collection time of sample used for ""Eosinophils Number"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30153,Eosinophill count device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502543,478485,3,1,Identifier for device used to measure Eosinophill count
30154,Eosinophill count acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,502543,478485,3,1,Route whereby data for Eosinophill count was transferred from analyser device to UK Biobank core LIMS database.
30160,Basophill count,Continuous,NOT-ENCODED,10^9 cells/Litre,Blood count,Primary,Complete,,502543,478485,3,1,"Result of ""Basophils Number"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Basophils count is the proportion of ( basophils / 100 ) x white blood cell count."
30161,Basophill count freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,472955,472955,1,1,"Number of freeze-thaw cycles sample went through before ""Basophils Number"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30162,Basophill count acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502543,478485,3,1,"Original collection time of sample used for ""Basophils Number"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30163,Basophill count device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502543,478485,3,1,Identifier for device used to measure Basophill count
30164,Basophill count acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,502543,478485,3,1,Route whereby data for Basophill count was transferred from analyser device to UK Biobank core LIMS database.
30170,Nucleated red blood cell count,Continuous,NOT-ENCODED,10^9 cells/Litre,Blood count,Primary,Complete,,496853,478259,3,1,"Result of ""Nucleated Red Blood Cells Number"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Nucleated Red Blood Cells count is calculated as: Nucleated Red Blood Cells (percentage) x white blood cell count ."
30171,Nucleated red blood cell count freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,472673,472673,1,1,"Number of freeze-thaw cycles sample went through before ""Nucleated Red Blood Cells Number"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30172,Nucleated red blood cell count acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,496853,478259,3,1,"Original collection time of sample used for ""Nucleated Red Blood Cells Number"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30173,Nucleated red blood cell count device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,496853,478259,3,1,Identifier for device used to measure Nucleated red blood cell count
30174,Nucleated red blood cell count acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,496853,478259,3,1,Route whereby data for Nucleated red blood cell count was transferred from analyser device to UK Biobank core LIMS database.
30180,Lymphocyte percentage,Continuous,NOT-ENCODED,percent,Blood count,Primary,Complete,,502550,478490,3,1,"Result of ""Lymphocytes Percentage"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Lymphocytes (Percentage) is calculated as the proportion of lymphocytes in the leukocytes."
30181,Lymphocyte percentage freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474019,474019,1,1,"Number of freeze-thaw cycles sample went through before ""Lymphocytes Percentage"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30182,Lymphocyte percentage acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502550,478490,3,1,"Original collection time of sample used for ""Lymphocytes Percentage"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30183,Lymphocyte percentage device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502550,478490,3,1,Identifier for device used to measure Lymphocyte percentage
30184,Lymphocyte percentage acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,502550,478490,3,1,Route whereby data for Lymphocyte percentage was transferred from analyser device to UK Biobank core LIMS database.
30190,Monocyte percentage,Continuous,NOT-ENCODED,percent,Blood count,Primary,Complete,,502550,478490,3,1,"Result of ""Monocytes Percentage"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Monocytes (percentage) is calculated as the proportion of monocytes in the leukocytes."
30191,Monocyte percentage freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474018,474018,1,1,"Number of freeze-thaw cycles sample went through before ""Monocytes Percentage"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30192,Monocyte percentage acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502550,478490,3,1,"Original collection time of sample used for ""Monocytes Percentage"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30193,Monocyte percentage device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502550,478490,3,1,Identifier for device used to measure Monocyte percentage
30194,Monocyte percentage acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,502550,478490,3,1,Route whereby data for Monocyte percentage was transferred from analyser device to UK Biobank core LIMS database.
30200,Neutrophill percentage,Continuous,NOT-ENCODED,percent,Blood count,Primary,Complete,,502550,478490,3,1,"Result of ""Neutrophils Percentage"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Neutrophils (Percentage) is calculated as the proportion of neutrophils in the leukocytes."
30201,Neutrophill percentage freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474019,474019,1,1,"Number of freeze-thaw cycles sample went through before ""Neutrophils Percentage"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30202,Neutrophill percentage acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502550,478490,3,1,"Original collection time of sample used for ""Neutrophils Percentage"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30203,Neutrophill percentage device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502550,478490,3,1,Identifier for device used to measure Neutrophill percentage
30204,Neutrophill percentage acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,502550,478490,3,1,Route whereby data for Neutrophill percentage was transferred from analyser device to UK Biobank core LIMS database.
30210,Eosinophill percentage,Continuous,NOT-ENCODED,percent,Blood count,Primary,Complete,,502550,478490,3,1,"Result of ""Eosinophils Percentage"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Eosinophils (Percentage) is calculated as the proportion of eosinophils in the leukocytes."
30211,Eosinophill percentage freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,474015,474015,1,1,"Number of freeze-thaw cycles sample went through before ""Eosinophils Percentage"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30212,Eosinophill percentage acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502550,478490,3,1,"Original collection time of sample used for ""Eosinophils Percentage"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30213,Eosinophill percentage device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502550,478490,3,1,Identifier for device used to measure Eosinophill percentage
30214,Eosinophill percentage acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,502550,478490,3,1,Route whereby data for Eosinophill percentage was transferred from analyser device to UK Biobank core LIMS database.
30220,Basophill percentage,Continuous,NOT-ENCODED,percent,Blood count,Primary,Complete,,502550,478490,3,1,"Result of ""Basophils Percentage"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Basophils (Percentage) is calculated as the proportion of basophils in the leukocytes."
30221,Basophill percentage freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,473999,473999,1,1,"Number of freeze-thaw cycles sample went through before ""Basophils Percentage"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30222,Basophill percentage acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502550,478490,3,1,"Original collection time of sample used for ""Basophils Percentage"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30223,Basophill percentage device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,502550,478490,3,1,Identifier for device used to measure Basophill percentage
30224,Basophill percentage acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,502550,478490,3,1,Route whereby data for Basophill percentage was transferred from analyser device to UK Biobank core LIMS database.
30230,Nucleated red blood cell percentage,Continuous,NOT-ENCODED,percent,Blood count,Primary,Complete,,496849,478255,3,1,"Result of ""Nucleated Red Blood Cells Percentage"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Nucleated Red Blood Cells (Percentage) is defined as the number of nucleated red blood cells per 100 white blood cells."
30231,Nucleated red blood cell percentage freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,472674,472674,1,1,"Number of freeze-thaw cycles sample went through before ""Nucleated Red Blood Cells Percentage"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30232,Nucleated red blood cell percentage acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,496854,478260,3,1,"Original collection time of sample used for ""Nucleated Red Blood Cells Percentage"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30233,Nucleated red blood cell percentage device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,496854,478260,3,1,Identifier for device used to measure Nucleated red blood cell percentage
30234,Nucleated red blood cell percentage acquisition route,Categorical (single),LIMS data transfer route,,Blood count processing,Auxiliary,Complete,3,496854,478260,3,1,Route whereby data for Nucleated red blood cell percentage was transferred from analyser device to UK Biobank core LIMS database.
30240,Reticulocyte percentage,Continuous,NOT-ENCODED,percent,Blood count,Primary,Complete,,494714,471299,3,1,"Result of ""Reticulocytes Percentage"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Reticulocytes (Percentage) is the number of reticulocytes as a percentage of red blood cells."
30241,Reticulocyte percentage freeze-thaw cycles,Integer,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,466721,466721,1,1,"Number of freeze-thaw cycles sample went through before ""Reticulocytes Percentage"" assay was performed (blood sample obtained from UK Biobank assessment centre visit)."
30242,Reticulocyte percentage acquisition time,Time,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,494714,471299,3,1,"Original collection time of sample used for ""Reticulocytes Percentage"" assay (blood sample obtained from UK Biobank assessment centre visit)."
30243,Reticulocyte percentage device ID,Text,NOT-ENCODED,,Blood count processing,Auxiliary,Complete,,494714,471299,3,1,Identifier for device used to measure Reticulocyte percentage
