sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
25326,Mean L3 in sagittal stratum on FA skeleton (right),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25327,Mean L3 in sagittal stratum on FA skeleton (left),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25328,Mean L3 in external capsule on FA skeleton (right),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25329,Mean L3 in external capsule on FA skeleton (left),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25330,Mean L3 in cingulum cingulate gyrus on FA skeleton (right),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25331,Mean L3 in cingulum cingulate gyrus on FA skeleton (left),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25332,Mean L3 in cingulum hippocampus on FA skeleton (right),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25333,Mean L3 in cingulum hippocampus on FA skeleton (left),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25334,Mean L3 in fornix cres+stria terminalis on FA skeleton (right),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25335,Mean L3 in fornix cres+stria terminalis on FA skeleton (left),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25336,Mean L3 in superior longitudinal fasciculus on FA skeleton (right),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25337,Mean L3 in superior longitudinal fasciculus on FA skeleton (left),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25338,Mean L3 in superior fronto-occipital fasciculus on FA skeleton (right),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25339,Mean L3 in superior fronto-occipital fasciculus on FA skeleton (left),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25340,Mean L3 in uncinate fasciculus on FA skeleton (right),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25341,Mean L3 in uncinate fasciculus on FA skeleton (left),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25342,Mean L3 in tapetum on FA skeleton (right),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25343,Mean L3 in tapetum on FA skeleton (left),38934,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25344,Mean ICVF in middle cerebellar peduncle on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25345,Mean ICVF in pontine crossing tract on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25346,Mean ICVF in genu of corpus callosum on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25347,Mean ICVF in body of corpus callosum on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25348,Mean ICVF in splenium of corpus callosum on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25349,Mean ICVF in fornix on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25350,Mean ICVF in corticospinal tract on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25351,Mean ICVF in corticospinal tract on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25352,Mean ICVF in medial lemniscus on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25353,Mean ICVF in medial lemniscus on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25354,Mean ICVF in inferior cerebellar peduncle on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25355,Mean ICVF in inferior cerebellar peduncle on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25356,Mean ICVF in superior cerebellar peduncle on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25357,Mean ICVF in superior cerebellar peduncle on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25358,Mean ICVF in cerebral peduncle on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25359,Mean ICVF in cerebral peduncle on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25360,Mean ICVF in anterior limb of internal capsule on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25361,Mean ICVF in anterior limb of internal capsule on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25362,Mean ICVF in posterior limb of internal capsule on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25363,Mean ICVF in posterior limb of internal capsule on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25364,Mean ICVF in retrolenticular part of internal capsule on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25365,Mean ICVF in retrolenticular part of internal capsule on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25366,Mean ICVF in anterior corona radiata on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25367,Mean ICVF in anterior corona radiata on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25368,Mean ICVF in superior corona radiata on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25369,Mean ICVF in superior corona radiata on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25370,Mean ICVF in posterior corona radiata on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25371,Mean ICVF in posterior corona radiata on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25372,Mean ICVF in posterior thalamic radiation on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25373,Mean ICVF in posterior thalamic radiation on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25374,Mean ICVF in sagittal stratum on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25375,Mean ICVF in sagittal stratum on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25376,Mean ICVF in external capsule on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25377,Mean ICVF in external capsule on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25378,Mean ICVF in cingulum cingulate gyrus on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25379,Mean ICVF in cingulum cingulate gyrus on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25380,Mean ICVF in cingulum hippocampus on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25381,Mean ICVF in cingulum hippocampus on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25382,Mean ICVF in fornix cres+stria terminalis on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25383,Mean ICVF in fornix cres+stria terminalis on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25384,Mean ICVF in superior longitudinal fasciculus on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25385,Mean ICVF in superior longitudinal fasciculus on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25386,Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25387,Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25388,Mean ICVF in uncinate fasciculus on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25389,Mean ICVF in uncinate fasciculus on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25390,Mean ICVF in tapetum on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25391,Mean ICVF in tapetum on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25392,Mean OD in middle cerebellar peduncle on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25393,Mean OD in pontine crossing tract on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25394,Mean OD in genu of corpus callosum on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25395,Mean OD in body of corpus callosum on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25396,Mean OD in splenium of corpus callosum on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25397,Mean OD in fornix on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25398,Mean OD in corticospinal tract on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25399,Mean OD in corticospinal tract on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25400,Mean OD in medial lemniscus on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25401,Mean OD in medial lemniscus on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25402,Mean OD in inferior cerebellar peduncle on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25403,Mean OD in inferior cerebellar peduncle on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25404,Mean OD in superior cerebellar peduncle on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25405,Mean OD in superior cerebellar peduncle on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25406,Mean OD in cerebral peduncle on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25407,Mean OD in cerebral peduncle on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25408,Mean OD in anterior limb of internal capsule on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25409,Mean OD in anterior limb of internal capsule on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25410,Mean OD in posterior limb of internal capsule on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25411,Mean OD in posterior limb of internal capsule on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25412,Mean OD in retrolenticular part of internal capsule on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25413,Mean OD in retrolenticular part of internal capsule on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25414,Mean OD in anterior corona radiata on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25415,Mean OD in anterior corona radiata on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25416,Mean OD in superior corona radiata on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25417,Mean OD in superior corona radiata on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25418,Mean OD in posterior corona radiata on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25419,Mean OD in posterior corona radiata on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25420,Mean OD in posterior thalamic radiation on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25421,Mean OD in posterior thalamic radiation on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25422,Mean OD in sagittal stratum on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25423,Mean OD in sagittal stratum on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25424,Mean OD in external capsule on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25425,Mean OD in external capsule on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25426,Mean OD in cingulum cingulate gyrus on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25427,Mean OD in cingulum cingulate gyrus on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25428,Mean OD in cingulum hippocampus on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25429,Mean OD in cingulum hippocampus on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25430,Mean OD in fornix cres+stria terminalis on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25431,Mean OD in fornix cres+stria terminalis on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25432,Mean OD in superior longitudinal fasciculus on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25433,Mean OD in superior longitudinal fasciculus on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25434,Mean OD in superior fronto-occipital fasciculus on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25435,Mean OD in superior fronto-occipital fasciculus on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25436,Mean OD in uncinate fasciculus on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25437,Mean OD in uncinate fasciculus on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25438,Mean OD in tapetum on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25439,Mean OD in tapetum on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25440,Mean ISOVF in middle cerebellar peduncle on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25441,Mean ISOVF in pontine crossing tract on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25442,Mean ISOVF in genu of corpus callosum on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25443,Mean ISOVF in body of corpus callosum on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25444,Mean ISOVF in splenium of corpus callosum on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25445,Mean ISOVF in fornix on FA skeleton,38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25446,Mean ISOVF in corticospinal tract on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25447,Mean ISOVF in corticospinal tract on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25448,Mean ISOVF in medial lemniscus on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25449,Mean ISOVF in medial lemniscus on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25450,Mean ISOVF in inferior cerebellar peduncle on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25451,Mean ISOVF in inferior cerebellar peduncle on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25452,Mean ISOVF in superior cerebellar peduncle on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25453,Mean ISOVF in superior cerebellar peduncle on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25454,Mean ISOVF in cerebral peduncle on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25455,Mean ISOVF in cerebral peduncle on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25456,Mean ISOVF in anterior limb of internal capsule on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25457,Mean ISOVF in anterior limb of internal capsule on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25458,Mean ISOVF in posterior limb of internal capsule on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25459,Mean ISOVF in posterior limb of internal capsule on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25460,Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25461,Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25462,Mean ISOVF in anterior corona radiata on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25463,Mean ISOVF in anterior corona radiata on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25464,Mean ISOVF in superior corona radiata on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25465,Mean ISOVF in superior corona radiata on FA skeleton (left),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
25466,Mean ISOVF in posterior corona radiata on FA skeleton (right),38932,,0.00,UNCHECKED,UNREVIEWED,,0,9260,arbitrary unit,Unit,MAPS_TO_UNIT,,<athena>,1646635032000,
