sourceCode,sourceName,sourceValueCode,sourceValueName,sourceUnitName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,statusSetBy,statusSetOn,conceptId,mappingType,comment,createdBy,createdOn
41256;41258;41273,"Operation of inner ear, not elsewhere classified : labyrinthotomy",2082,,,0,,0.3957766592502590,UNCHECKED,,,4268174,VALUE,,,
41256;41258;41273,"Operation of inner ear, not elsewhere classified : labyrinthectomy",2083,,,0,,0.497278094291687,UNCHECKED,,,4013060,VALUE,,,
41256;41258;41273,"Other operations on ear, not elsewhere classified",209,,,20,,0.3966458737850190,UNCHECKED,,,2213292,VALUE,,,
41256;41258;41273,"Other operations on ear, not elsewhere classified : biopsy",2091,,,0,,0.33212539553642300,UNCHECKED,,,2213292,VALUE,,,
41256;41258;41273,Incision of external nose,210,,,0,,0.7937157154083250,UNCHECKED,,,4039125,VALUE,,,
41256;41258;41273,Incision or destruction of lesion of external nose,211,,,22,,0.8507424592971800,UNCHECKED,,,4067252,VALUE,,,
41256;41258;41273,Incision or destruction of lesion of external nose : incision,2111,,,0,,0.6629528999328610,UNCHECKED,,,4067252,VALUE,,,
41256;41258;41273,Incision or destruction of lesion of external nose : excision,2112,,,0,,0.645851194858551,UNCHECKED,,,4067252,VALUE,,,
41256;41258;41273,Incision of septum or nasal wall,212,,,0,,0.7684071063995360,UNCHECKED,,,4210191,VALUE,,,
41256;41258;41273,Sub-mucous resection of septum,213,,,308,,0.5580976605415340,APPROVED,,,4067374,VALUE,,,
41256;41258;41273,Other operation on nasal septum,214,,,0,,0.9170409440994260,UNCHECKED,,,4212613,VALUE,,,
41256;41258;41273,"Other operation on nasal septum : implant, prosthetic material",2141,,,0,,0.5625318884849550,UNCHECKED,,,4212613,VALUE,,,
41256;41258;41273,"Other operation on nasal septum : graft, repair",2142,,,143,,0.593181312084198,APPROVED,,,4286023,VALUE,,,
41256;41258;41273,Other operation on nasal septum : closure of perforation,2143,,,0,,0.6079893708229070,UNCHECKED,,,4212613,VALUE,,,
41256;41258;41273,Turbinectomy,215,,,176,,1.0,APPROVED,,,4197122,VALUE,,,
41256;41258;41273,Polypectomy,216,,,190,,1.0,APPROVED,,,4217766,VALUE,,,
41256;41258;41273,Excision of other lesions of nose and face,217,,,40,,0.6511269807815550,APPROVED,,,4253742,VALUE,,,
41256;41258;41273,"Excision of other lesions of nose and face : adhesions, atresia (choanal)",2171,,,29,,0.3767373561859130,UNCHECKED,,,4230541,VALUE,,,
41256;41258;41273,Excision of other lesions of nose and face : sequestrum,2172,,,0,,0.5851797461509710,UNCHECKED,,,4198708,VALUE,,,
41256;41258;41273,Excision of other lesions of nose and face : lesion of facial bone,2173,,,0,,0.5849353671073910,UNCHECKED,,,4194063,VALUE,,,
41256;41258;41273,Excision of other lesions of nose and face : excision with bone graft,2174,,,0,,0.4432604908943180,UNCHECKED,,,4155083,VALUE,,,
41256;41258;41273,Excision of other lesions of nose and face : excision encephalocele (nasal),2175,,,0,,0.5015847086906430,UNCHECKED,,,44811515,VALUE,,,
41256;41258;41273,Reduction of fracture of nose and face,219,,,0,,0.7578810453414920,UNCHECKED,,,4062135,VALUE,,,
41256;41258;41273,Reduction of fracture of nose and face : nasal bone,2194,,,186,,0.6558536887168880,APPROVED,,,4114788,VALUE,,,
41256;41258;41273,Reduction of fracture of nose and face : malar bone,2195,,,0,,0.6422539949417110,UNCHECKED,,,4075435,VALUE,,,
41256;41258;41273,Reduction of fracture of nose and face : zygomatic arch,2196,,,0,,0.6299155354499820,UNCHECKED,,,4279632,VALUE,,,
41256;41258;41273,Plastic repair of nose,220,,,18,,0.8236714005470280,UNCHECKED,,,4248101,VALUE,,,
41256;41258;41273,"Plastic repair of nose : osteoplasty facial bone of cartilage, bone",2201,,,76,,0.5050013661384580,APPROVED,,,4100785,VALUE,AND,,
41256;41258;41273,"Plastic repair of nose : osteoplasty facial bone of cartilage, bone",2201,,,76,,0.5050013661384580,APPROVED,,,4248101,VALUE,AND,,
41256;41258;41273,"Haemostasis, nasal cavity",221,,,12,,0.47978848218917800,UNCHECKED,,,4073696,VALUE,,,
41256;41258;41273,Treatment of lesion of nasal mucosa,222,,,39,,0.6949131488800050,UNCHECKED,,,4040546,VALUE,unfortunately no good matching one for ,,
41256;41258;41273,Treatment of lesion of nasal mucosa : of turbinal bones,2221,,,141,,0.5063480734825130,UNCHECKED,,,2744069,VALUE,not a very good match....,,
41256;41258;41273,Operation on eustachian canal,223,,,0,,1.0,APPROVED,,,4326428,VALUE,,,
41256;41258;41273,"Operation on eustachian canal : intubation, insufflation",2231,,,0,,0.65268874168396,UNCHECKED,,,4149511,VALUE,,,
41256;41258;41273,Other operations on nose and face,224,,,6,,0.6053659915924070,UNCHECKED,,,4228050,VALUE,,,
41256;41258;41273,Other operations on nose and face : biopsy,2241,,,0,,0.3764643967151640,UNCHECKED,,,2100678,VALUE,,,
41256;41258;41273,Other operations on nose and face : incision of facial bones,2242,,,0,,0.5549432635307310,UNCHECKED,,,4307487,VALUE,,,
41256;41258;41273,Other operations on nose and face : other operations nec facial bones,2243,,,0,,0.45803388953208900,UNCHECKED,,,4273546,VALUE,,,
41256;41258;41273,Puncture of maxillary antrum,225,,,227,,0.7182425260543820,APPROVED,,,4142962,VALUE,,,
41256;41258;41273,Operative drainage of maxillary antrum,226,,,70,,0.8939874768257140,APPROVED,,,4142962,VALUE,,,
41256;41258;41273,Operative drainage of maxillary antrum : intranasal,2261,,,158,,0.6600667238235470,APPROVED,,,4142962,VALUE,,,
41256;41258;41273,Operative drainage of maxillary antrum : external (canine fosse) approach,2262,,,8,,0.5361552238464360,UNCHECKED,,,4142962,VALUE,,,
41256;41258;41273,Other operation on maxillary bone and antrum,227,,,0,,0.8070588111877440,UNCHECKED,,,4048327,VALUE,,,
41256;41258;41273,Other operation on maxillary bone and antrum : excision of lesion,2271,,,3,,0.6304886937141420,UNCHECKED,,,4181623,VALUE,,,
41256;41258;41273,Other operation on maxillary bone and antrum : excision of maxilla,2272,,,0,,0.5943859815597530,UNCHECKED,,,4048327,VALUE,,,
41256;41258;41273,"Drainage or excision nasal sinus, not elsewhere classified",228,,,0,,0.3480989336967470,UNCHECKED,,,40492368,VALUE,,,
41256;41258;41273,"Drainage or excision nasal sinus, not elsewhere classified : drainage: frontal",2281,,,0,,0.37635794281959500,UNCHECKED,,,43016135,VALUE,,,
41256;41258;41273,"Drainage or excision nasal sinus, not elsewhere classified : drainage: ethmoidal, sphenoidal",2282,,,0,,0.4153808355331420,UNCHECKED,,,43016147,VALUE,,,
41256;41258;41273,"Drainage or excision nasal sinus, not elsewhere classified : excision: frontal",2283,,,0,,0.37941351532936100,UNCHECKED,,,43016135,VALUE,,,
41256;41258;41273,"Drainage or excision nasal sinus, not elsewhere classified : excision: ethmoidal, sphenoidal",2284,,,4,,0.42485037446022000,UNCHECKED,,,43016147,VALUE,,,
41256;41258;41273,"Drainage or excision nasal sinus, not elsewhere classified : biopsy of sinus",2285,,,0,,0.4602079391479490,UNCHECKED,,,4336549,VALUE,,,
41256;41258;41273,"Operation on nasal sinus, not elsewhere classified",229,,,12,,0.5434682369232180,UNCHECKED,,,4012925,VALUE,,,
41256;41258;41273,"Operation on nasal sinus, not elsewhere classified : enlargement of fronto-nasal duct",2291,,,0,,0.35363760590553300,UNCHECKED,,,4048319,VALUE,,,
41256;41258;41273,"Operation on nasal sinus, not elsewhere classified : antro-buccal closure",2292,,,0,,0.4001734256744390,UNCHECKED,,,4012925,VALUE,,,
41256;41258;41273,"Operation on nasal sinus, not elsewhere classified : elevation of fracture of bone",2293,,,0,,0.4287964403629300,UNCHECKED,,,4012925,VALUE,,,
41256;41258;41273,Incision of nasopharynx or tonsil,230,,,0,,0.7602135539054870,UNCHECKED,,,4000767,VALUE,,,
41256;41258;41273,"Incision of nasopharynx or tonsil : peritonsillar abscess, tonsillar abscess",2301,,,0,,0.511540412902832,UNCHECKED,,,4000767,VALUE,,,
41256;41258;41273,Incision of nasopharynx or tonsil : retro-pharyngeal abscess,2302,,,0,,0.5950958132743840,UNCHECKED,,,4069496,VALUE,,,
41256;41258;41273,Tonsillectomy by dissection,231,,,276,,0.8171850442886350,APPROVED,,,4069135,VALUE,,,
41256;41258;41273,Tonsillectomy by guillotine,232,,,0,,0.8396894931793210,UNCHECKED,,,4071137,VALUE,,,
41256;41258;41273,"Tonsillectomy with adenoidectomy, not elsewhere classified",233,,,0,,0.6352609395980840,UNCHECKED,,,4104016,VALUE,,,
41256;41258;41273,"Tonsillectomy with adenoidectomy, not elsewhere classified : dissection",2331,,,0,,0.5569962859153750,UNCHECKED,,,4104016,VALUE,,,
41256;41258;41273,"Tonsillectomy with adenoidectomy, not elsewhere classified : guillotine",2332,,,0,,0.5668928027153020,UNCHECKED,,,4068920,VALUE,,,
41256;41258;41273,Other tonsillectomy,234,,,0,,0.8587595224380490,UNCHECKED,,,4070719,VALUE,,,
41256;41258;41273,Other tonsillectomy : removal of tonsil tag,2341,,,0,,0.5050089359283450,UNCHECKED,,,4070719,VALUE,,,
41256;41258;41273,"Other tonsillectomy : tonsillectomy, not otherwise stated",2342,,,0,,0.46644899249076800,UNCHECKED,,,2111289,VALUE,,,
41256;41258;41273,Other tonsillectomy : lingual tonsil removal,2343,,,0,,0.6253458261489870,UNCHECKED,,,4165861,VALUE,,,
41256;41258;41273,"Adenoidectomy, not otherwise stated",235,,,10,,0.5487616658210750,UNCHECKED,,,4003875,VALUE,,,
41256;41258;41273,Other operations on tonsil,236,,,0,,0.778690755367279,UNCHECKED,,,4294172,VALUE,,,
41256;41258;41273,Other operations on tonsil : removal of foreign body,2361,,,0,,0.6119653582572940,UNCHECKED,,,4029357,VALUE,,,
41256;41258;41273,Other operations on tonsil : biopsy,2362,,,0,,0.47373872995376600,UNCHECKED,,,4236009,VALUE,,,
41256;41258;41273,Other operation on nasopharynx,239,,,14,,0.918703019618988,UNCHECKED,,,4285145,VALUE,,,
41256;41258;41273,Other operation on nasopharynx : excision of lesion,2391,,,0,,0.6515555381774900,UNCHECKED,,,4230787,VALUE,,,
41256;41258;41273,Other operation on nasopharynx : haemostasis (tonsil haemorrhage),2392,,,0,,0.48643749952316300,UNCHECKED,,,4285145,VALUE,,,
41256;41258;41273,Laryngotomy,240,,,0,,1.0,APPROVED,,,4189376,VALUE,,,
41256;41258;41273,Laryngectomy,241,,,0,,1.0,APPROVED,,,4217829,VALUE,,,
41256;41258;41273,Laryngectomy : partial resection,2411,,,0,,0.6455187797546390,UNCHECKED,,,4214730,VALUE,,,
41256;41258;41273,Laryngectomy : radical,2412,,,0,,0.6697395443916320,UNCHECKED,,,4123872,VALUE,,,
41256;41258;41273,Laryngectomy : complete,2413,,,0,,0.7123957872390750,UNCHECKED,,,2106443,VALUE,,,
41256;41258;41273,Laryngectomy : hemilaryngectomy,2415,,,0,,0.7192644476890560,UNCHECKED,,,4191258,VALUE,,,
41256;41258;41273,Plastic repair of larynx or trachea,242,,,0,,0.7005509734153750,UNCHECKED,,,4213312,VALUE,,,
41256;41258;41273,Plastic repair of larynx or trachea : larynx,2423,,,0,,0.5521573424339290,UNCHECKED,,,4213312,VALUE,,,
41256;41258;41273,Plastic repair of larynx or trachea : trachea,2424,,,0,,0.5610653758049010,UNCHECKED,,,4213312,VALUE,,,
41256;41258;41273,Plastic repair of larynx or trachea : reconstruction of larynx,2428,,,0,,0.5628448724746700,UNCHECKED,,,4002394,VALUE,,,
41256;41258;41273,Local excision or destruction of lesion of larynx,243,,,0,,0.7663182616233830,UNCHECKED,,,4193247,VALUE,,,
41256;41258;41273,"Laryngoscopic procedures, not elsewhere classified",244,,,141,,0.45377957820892300,APPROVED,,,4103523,VALUE,,,
41256;41258;41273,"Laryngoscopic procedures, not elsewhere classified : removal of foreign body",2441,,,0,,0.5057495832443240,UNCHECKED,,,4282762,VALUE,,,
41256;41258;41273,Intubat ion of larynx,245,,,0,,0.8784389495849610,UNCHECKED,,,4283807,VALUE,,,
41256;41258;41273,Intubat ion of larynx : radiography,2453,,,0,,0.5736852288246160,UNCHECKED,,,4283807,VALUE,,,
41256;41258;41273,Other operation on larynx and trachea,246,,,0,,0.6864200234413150,UNCHECKED,,,4300372,VALUE,,,
41256;41258;41273,Other operation on larynx and trachea : biopsy,2461,,,29,,0.48438072204589800,UNCHECKED,,,4300372,VALUE,,,
41256;41258;41273,Other operation on larynx and trachea : punch resection,2462,,,0,,0.45860210061073300,UNCHECKED,,,4300372,VALUE,,,
41256;41258;41273,Other operation on larynx and trachea : injection,2463,,,0,,0.5306435227394100,UNCHECKED,,,4135710,VALUE,,,
41256;41258;41273,Other operation on larynx and trachea : repair,2466,,,0,,0.501708984375,UNCHECKED,,,4300372,VALUE,,,
41256;41258;41273,Tracheotomy (temporary),247,,,0,,0.6282529234886170,UNCHECKED,,,4195473,VALUE,,,
41256;41258;41273,Tracheostomy and laryngostomy,248,,,0,,0.7502768635749820,UNCHECKED,,,4282136,VALUE,,,
41256;41258;41273,Tracheostomy and laryngostomy : external intubation,2481,,,0,,0.4818936288356780,UNCHECKED,,,4013354,VALUE,,,
41256;41258;41273,Tracheostomy and laryngostomy : permanent stoma,2484,,,0,,0.5531617999076840,UNCHECKED,,,4065590,VALUE,,,
41256;41258;41273,Tracheostomy and laryngostomy : replacement of tube,2486,,,0,,0.6518077850341800,UNCHECKED,,,4331311,VALUE,,,
41256;41258;41273,Tracheostomy and laryngostomy : removal of tracheostomy tube,2487,,,0,,0.670825183391571,UNCHECKED,,,4012607,VALUE,,,
41256;41258;41273,Other operation on trachea,249,,,0,,0.8432958722114560,UNCHECKED,,,4336544,VALUE,,,
41256;41258;41273,Other operation on trachea : biopsy,2491,,,0,,0.4855610430240630,UNCHECKED,,,4145257,VALUE,,,
41256;41258;41273,Other operation on trachea : excision of lesion trachea,2492,,,0,,0.5651825666427610,UNCHECKED,,,4144971,VALUE,,,
41256;41258;41273,Other operation on trachea : reconstruction,2493,,,0,,0.6275065541267400,UNCHECKED,,,4002398,VALUE,,,
41256;41258;41273,Other operation on trachea : other repair,2494,,,0,,0.48225465416908300,UNCHECKED,,,4336544,VALUE,,,
41256;41258;41273,Incision of gum or alveolus,250,,,0,,0.525171160697937,UNCHECKED,,,4154594,VALUE,,,
41256;41258;41273,Incision of gum or alveolus : drainage of abscess,2501,,,0,,0.5722806453704830,UNCHECKED,,,4108316,VALUE,,,
41256;41258;41273,Simple dental extraction,251,,,97,,1.0,APPROVED,,,4071003,VALUE,,,
41256;41258;41273,Surgical extraction of tooth,252,,,118,,0.7322057485580440,APPROVED,,,4027561,VALUE,AND,,
41256;41258;41273,Surgical extraction of tooth,252,,,118,,0.7322057485580440,APPROVED,,,4208393,VALUE,AND,,
41256;41258;41273,Surgical extraction of tooth : malposed or impacted tooth,2521,,,348,,0.5161254405975340,APPROVED,,,4120795,VALUE,,,
41256;41258;41273,Surgical extraction of tooth : buried root,2522,,,14,,0.48874762654304500,UNCHECKED,,,37310742,VALUE,,,
41256;41258;41273,Endodontic procedures,253,,,0,,0.982682466506958,APPROVED,,,4208099,VALUE,,,
41256;41258;41273,Endodontic procedures : apicectomy,2531,,,35,,0.6292697191238400,UNCHECKED,,,4208099,VALUE,,,
41256;41258;41273,Endodontic procedures : root canal therapy,2532,,,0,,0.5812699794769290,UNCHECKED,,,4208099,VALUE,,,
41256;41258;41273,Endodontic procedures : pulp capping,2533,,,0,,0.5983381271362310,UNCHECKED,,,4144547,VALUE,,,
41256;41258;41273,Pre-prosthetic surgery,254,,,0,,0.5689828395843510,UNCHECKED,,,4067813,VALUE,,,
41256;41258;41273,Pre-prosthetic surgery : alveolectomy and alveoplasty,2541,,,0,,0.5042523741722110,UNCHECKED,,,2108705,VALUE,,,
41256;41258;41273,Pre-prosthetic surgery : preparation of alveolar ridge,2542,,,0,,0.5122658014297490,UNCHECKED,,,4122343,VALUE,,,
41256;41258;41273,Pre-prosthetic surgery : vestibuloplasty,2543,,,0,,0.5211365818977360,UNCHECKED,,,4034121,VALUE,,,
41256;41258;41273,Pre-prosthetic surgery : bone graft,2544,,,0,,0.44007158279418900,UNCHECKED,,,4214028,VALUE,,,
41256;41258;41273,Pre-prosthetic surgery : implant,2545,,,0,,0.4137515723705290,UNCHECKED,,,4143010,VALUE,,,
41256;41258;41273,Repair of tooth,255,,,0,,0.7036581039428710,UNCHECKED,,,2102233,VALUE,,,
41256;41258;41273,Repair of tooth : crown,2551,,,0,,0.5023464560508730,UNCHECKED,,,4124061,VALUE,,,
41256;41258;41273,"Repair of tooth : reimplanation, transplantation",2552,,,8,,0.5458112955093380,UNCHECKED,,,4070591,VALUE,,,
41256;41258;41273,Repair of tooth : inlay (gold),2553,,,0,,0.4655201733112340,UNCHECKED,,,4121948,VALUE,,,
41256;41258;41273,Repair of tooth : prosthetic implant,2554,,,0,,0.47551459074020400,UNCHECKED,,,4143010,VALUE,,,
41256;41258;41273,"Repair of tooth : filling, permanent",2555,,,0,,0.3895389139652250,UNCHECKED,,,4212503,VALUE,,,
41256;41258;41273,"Repair of tooth : implant, endosseous (dental)",2556,,,0,,0.46651145815849300,UNCHECKED,,,4313590,VALUE,,,
41256;41258;41273,Orthodontic procedures,256,,,0,,0.9828509092330930,APPROVED,,,4060198,VALUE,,,
41256;41258;41273,Orthodontic procedures : external wiring and appliances,2561,,,0,,0.5377414226531980,UNCHECKED,,,4060198,VALUE,,,
41256;41258;41273,Orthodontic procedures : surgical exposure of tooth,2562,,,4,,0.6186262369155880,UNCHECKED,,,4071009,VALUE,,,
41256;41258;41273,Orthodontic procedures : insertion of orthodontic appliance,2563,,,0,,0.7399460673332210,UNCHECKED,,,42872619,VALUE,,,
41256;41258;41273,Reduction of fracture of jaw,257,,,0,,1.0,APPROVED,,,4146406,VALUE,,,
41256;41258;41273,Reduction of fracture of jaw : open reduction nec,2572,,,0,,0.6670188307762150,UNCHECKED,,,4146406,VALUE,,,
41256;41258;41273,Reduction of fracture of jaw : closed reduction jaw,2573,,,0,,0.7086038589477540,UNCHECKED,,,4086986,VALUE,,,
41256;41258;41273,Reduction of fracture of jaw : reduction of alveolar fracture,2574,,,0,,0.6311882734298710,UNCHECKED,,,4118726,VALUE,,,
41256;41258;41273,Reduction of fracture of jaw : internal fixation,2575,,,20,,0.5797086358070370,UNCHECKED,,,4071354,VALUE,,,
41256;41258;41273,Reduction of fracture of jaw : traction,2576,,,0,,0.7183327674865720,UNCHECKED,,,4146406,VALUE,,,
41256;41258;41273,Reduction of fracture of jaw : superficial appliances,2577,,,0,,0.6006453037261960,UNCHECKED,,,4146406,VALUE,,,
41256;41258;41273,Reduction of fracture of jaw : manipulation,2578,,,0,,0.647967517375946,UNCHECKED,,,4146406,VALUE,,,
41256;41258;41273,Extirpation of lesion of gums or jaw,258,,,0,,0.5195297002792360,UNCHECKED,,,4076709,VALUE,,,
41256;41258;41273,Extirpation of lesion of gums or jaw : gums,2581,,,0,,0.4088420867919920,UNCHECKED,,,4076709,VALUE,,,
41256;41258;41273,Extirpation of lesion of gums or jaw : bone of jaws,2582,,,18,,0.47241681814193700,UNCHECKED,,,4189722,VALUE,,,
41256;41258;41273,"Other operations on teeth, gums and jaws",259,,,6,,0.3841756284236910,UNCHECKED,,,4120794,VALUE,,,
41256;41258;41273,"Other operations on teeth, gums and jaws : incision and fracture of jaw",2591,,,4,,0.399696946144104,UNCHECKED,,,4072256,VALUE,,,
41256;41258;41273,"Other operations on teeth, gums and jaws : plastic repair, implant, not elsewhere classified",2593,,,0,,0.23615719377994500,UNCHECKED,,,2721173,VALUE,,,
41256;41258;41273,"Other operations on teeth, gums and jaws : gingivoplasty",2594,,,0,,0.44375795125961300,UNCHECKED,,,4070609,VALUE,,,
41256;41258;41273,"Other operations on teeth, gums and jaws : biopsy",2595,,,0,,0.3137621581554410,UNCHECKED,,,4120794,VALUE,,,
41256;41258;41273,"Other operations on teeth, gums and jaws : haemostasis, plugging of socket",2596,,,0,,0.3239794969558720,UNCHECKED,,,4072721,VALUE,,,
41256;41258;41273,"Other operations on teeth, gums and jaws : insertion of removable dentition",2597,,,0,,0.36497238278389000,UNCHECKED,,,2110830,VALUE,,,
41256;41258;41273,Operation for buccal tie,260,,,0,,0.4994686543941500,UNCHECKED,,,4235026,VALUE,,,
41256;41258;41273,"Operation for buccal tie : tongue, frenum",2601,,,0,,0.4880807101726530,UNCHECKED,,,2108602,VALUE,,,
41256;41258;41273,Operation for buccal tie : cheek or gum adhesions,2602,,,0,,0.4658716022968290,UNCHECKED,,,4122590,VALUE,,,
41256;41258;41273,Incision of tongue,261,,,0,,1.0,APPROVED,,,4175183,VALUE,,,
41256;41258;41273,Incision of tongue : biopsy of tongue,2611,,,14,,0.7050249576568600,UNCHECKED,,,4086713,VALUE,,,
41256;41258;41273,"Incision of tongue : glossotomy, not elsewhere classified",2612,,,0,,0.4050591289997100,UNCHECKED,,,4175183,VALUE,,,
41256;41258;41273,Excision and destruction of tongue or lesion,262,,,0,,0.7656698226928710,UNCHECKED,,,4279758,VALUE,,,
41256;41258;41273,Excision and destruction of tongue or lesion : partial glossectomy,2621,,,0,,0.5356667637825010,UNCHECKED,,,4287693,VALUE,,,
41256;41258;41273,Excision and destruction of tongue or lesion : en bloc resection,2622,,,0,,0.5207560658454900,UNCHECKED,,,4279758,VALUE,,,
41256;41258;41273,Excision and destruction of tongue or lesion : total glossectomy,2623,,,0,,0.5468289852142330,UNCHECKED,,,4230370,VALUE,,,
41256;41258;41273,Excision and destruction of tongue or lesion : excision of lesion,2624,,,0,,0.6205788850784300,UNCHECKED,,,4279758,VALUE,,,
41256;41258;41273,Excision and destruction of tongue or lesion : frenuectomy,2625,,,0,,0.5081698894500730,UNCHECKED,,,4082511,VALUE,,,
41256;41258;41273,Excision and destruction of tongue or lesion : destruction of lesion,2626,,,0,,0.6261705160140990,UNCHECKED,,,4279758,VALUE,,,
41256;41258;41273,Suture and repair of tongue,263,,,0,,0.7771763205528260,UNCHECKED,,,4261500,VALUE,,,
41256;41258;41273,Other operations on tongue,264,,,0,,0.7805212736129760,UNCHECKED,,,4032923,VALUE,,,
41256;41258;41273,Repair of palate,265,,,0,,1.0,APPROVED,,,4077945,VALUE,,,
41256;41258;41273,Repair of palate : palatoplasty,2651,,,0,,0.590795636177063,UNCHECKED,,,4077945,VALUE,,,
41256;41258;41273,Repair of palate : including pharyngoplasty,2652,,,0,,0.5701922178268430,UNCHECKED,,,4091735,VALUE,,,
41256;41258;41273,Repair of palate : plastic,2653,,,0,,0.6365377306938170,UNCHECKED,,,4307240,VALUE,,,
41256;41258;41273,Repair of palate : with graft,2654,,,0,,0.5457239747047420,UNCHECKED,,,2110898,VALUE,,,
41256;41258;41273,"Excision of soft tissue lesions of mouth, not elsewhere classified",266,,,14,,0.5086373090744020,UNCHECKED,,,4167978,VALUE,,,
41256;41258;41273,"Excision of soft tissue lesions of mouth, not elsewhere classified : biopsy of lip, mouth",2661,,,0,,0.4777125120162960,UNCHECKED,,,4327322,VALUE,,,
41256;41258;41273,"Excision of soft tissue lesions of mouth, not elsewhere classified : excision of lesion of palate",2663,,,8,,0.4581071734428410,UNCHECKED,,,4167978,VALUE,,,
41256;41258;41273,Other operation on mouth and palate,267,,,0,,0.6975922584533690,UNCHECKED,,,4296695,VALUE,,,
41256;41258;41273,"Other operation on mouth and palate : biopsy - fauces, palate",2671,,,0,,0.3272353410720830,UNCHECKED,,,4328552,VALUE,,,
41256;41258;41273,"Other operation on mouth and palate : incision of abscess, not elsewhere classified",2672,,,0,,0.3780096173286440,UNCHECKED,,,2108591,VALUE,,,
41256;41258;41273,Other operation on mouth and palate : incision of palate,2673,,,0,,0.5089829564094540,UNCHECKED,,,4148781,VALUE,,,
41256;41258;41273,Other operation on mouth and palate : operations on uvula,2675,,,0,,0.5928502082824710,UNCHECKED,,,4211112,VALUE,,,
41256;41258;41273,Other operation on mouth and palate : other repair of mouth,2677,,,0,,0.5231989026069640,UNCHECKED,,,2102233,VALUE,,,
41256;41258;41273,Resection of salivary gland,270,,,0,,0.8018311262130740,UNCHECKED,,,4231880,VALUE,,,
41256;41258;41273,Resection of salivary gland : total parotidectomy (radical),2701,,,0,,0.5153577923774720,UNCHECKED,,,4028229,VALUE,,,
41256;41258;41273,Resection of salivary gland : conservative parotidectomy,2702,,,0,,0.4793521463871000,UNCHECKED,,,4231880,VALUE,,,
41256;41258;41273,Excision of lesion of salivary gland,271,,,0,,0.939252495765686,APPROVED,,,4327202,VALUE,,,
41256;41258;41273,Excision of lesion of salivary gland : parotid,2711,,,0,,0.682012140750885,UNCHECKED,,,4216567,VALUE,,,
41256;41258;41273,Removal of salivary calculus,272,,,0,,0.8555700182914730,UNCHECKED,,,46270902,VALUE,,,
41256;41258;41273,Removal of salivary calculus : parotid duct by incision,2721,,,0,,0.5842563509941100,UNCHECKED,,,4114329,VALUE,,,
41256;41258;41273,Removal of salivary calculus : parotid duct by manipulation,2722,,,0,,0.6562084555625920,UNCHECKED,,,4069028,VALUE,,,
41256;41258;41273,Removal of salivary calculus : submandibular duct by incision,2723,,,12,,0.6553255319595340,UNCHECKED,,,4113387,VALUE,,,
41256;41258;41273,Removal of salivary calculus : submandibular duct by manipulation,2724,,,0,,0.701246440410614,UNCHECKED,,,4070742,VALUE,,,
41256;41258;41273,"Incision, salivary gland",274,,,0,,0.8806812167167660,UNCHECKED,,,4295736,VALUE,,,
41256;41258;41273,"Incision, salivary gland : slit salivary orifice",2742,,,0,,0.5874684453010560,UNCHECKED,,,4295736,VALUE,,,
41256;41258;41273,Other operations on salivary gland and duct,275,,,0,,0.7844650149345400,UNCHECKED,,,4012317,VALUE,,,
41256;41258;41273,Other operations on salivary gland and duct : closure of fistula,2751,,,0,,0.6446951031684880,UNCHECKED,,,4135322,VALUE,,,
41256;41258;41273,Other operations on salivary gland and duct : sialography,2752,,,0,,0.5714707970619200,UNCHECKED,,,4012317,VALUE,,,
41256;41258;41273,Other operations on salivary gland and duct : dilation of duct,2753,,,8,,0.6350719332695010,UNCHECKED,,,2108790,VALUE,,,
41256;41258;41273,Other operations on salivary gland and duct : biopsy,2754,,,0,,0.5851547718048100,UNCHECKED,,,46270778,VALUE,,,
41256;41258;41273,Other operations on salivary gland and duct : other repair,2755,,,0,,0.5839656591415410,UNCHECKED,,,4012317,VALUE,,,
41256;41258;41273,Pharyngotomy,281,,,0,,1.0,APPROVED,,,4300642,VALUE,,,
41256;41258;41273,Pharyngectomy and excision of lesion,284,,,0,,0.7250495553016660,UNCHECKED,,,4197112,VALUE,,,
41256;41258;41273,Pharyngectomy and excision of lesion : partial pharyngectomy,2841,,,0,,0.6442088484764100,UNCHECKED,,,4147215,VALUE,,,
41256;41258;41273,Pharyngectomy and excision of lesion : excision of lesion,2842,,,0,,0.5826479196548460,UNCHECKED,,,4197112,VALUE,,,
41256;41258;41273,Pharyngectomy and excision of lesion : total pharyngectomy,2843,,,0,,0.6674515008926390,UNCHECKED,,,4335458,VALUE,,,
41256;41258;41273,Pharyngectomy and excision of lesion : excision of branchial cleft structures,2844,,,0,,0.4926697015762330,UNCHECKED,,,2108814,VALUE,,,
41256;41258;41273,Reconstruction and repair of pharynx,286,,,0,,0.8227550983428960,UNCHECKED,,,4306567,VALUE,,,
41256;41258;41273,Reconstruction and repair of pharynx : suture,2861,,,0,,0.6005686521530150,UNCHECKED,,,4306567,VALUE,,,
41256;41258;41273,"Reconstruction and repair of pharynx : plastic reconstruction, not elsewhere classified",2862,,,0,,0.46687352657318100,UNCHECKED,,,4306567,VALUE,,,
41256;41258;41273,Reconstruction and repair of pharynx : bypass operation,2864,,,0,,0.6218886971473690,UNCHECKED,,,4306567,VALUE,,,
