field_id,field_name,main_category_id,main_category_name,category_tree,type_concept_id
5116,3mm cylindrical power (right),100014,Autorefraction,100014>100013>100006>100000,32879
5117,6mm cylindrical power (right),100014,Autorefraction,100014>100013>100006>100000,32879
5118,6mm cylindrical power (left),100014,Autorefraction,100014>100013>100006>100000,32879
5119,3mm cylindrical power (left),100014,Autorefraction,100014>100013>100006>100000,32879
5132,3mm strong meridian (right),100014,Autorefraction,100014>100013>100006>100000,32879
5133,6mm strong meridian (right),100014,Autorefraction,100014>100013>100006>100000,32879
5134,6mm strong meridian (left),100014,Autorefraction,100014>100013>100006>100000,32879
5135,3mm strong meridian (left),100014,Autorefraction,100014>100013>100006>100000,32879
5136,3mm keratometry result unreliable (left),100014,Autorefraction,100014>100013>100006>100000,32879
5138,6mm keratometry result unreliable (left),100014,Autorefraction,100014>100013>100006>100000,32879
5139,6mm keratometry result unreliable (right),100014,Autorefraction,100014>100013>100006>100000,32879
5140,3mm keratometry result unreliable (right),100014,Autorefraction,100014>100013>100006>100000,32879
5141,3mm asymmetry index unreliable (left),100014,Autorefraction,100014>100013>100006>100000,32879
5142,6mm asymmetry index unreliable (left),100014,Autorefraction,100014>100013>100006>100000,32879
5143,6mm asymmetry index unreliable (right),100014,Autorefraction,100014>100013>100006>100000,32879
5144,3mm asymmetry index unreliable (right),100014,Autorefraction,100014>100013>100006>100000,32879
5145,3mm regularity index unreliable (right),100014,Autorefraction,100014>100013>100006>100000,32879
5146,6mm regularity index unreliable (right),100014,Autorefraction,100014>100013>100006>100000,32879
5147,6mm regularity index unreliable (left),100014,Autorefraction,100014>100013>100006>100000,32879
5148,3mm regularity index unreliable (left),100014,Autorefraction,100014>100013>100006>100000,32879
5149,3mm regularity index for irregular astigmatism level (left),100014,Autorefraction,100014>100013>100006>100000,32879
5152,3mm asymmetry index for irregular astigmatism level (right),100014,Autorefraction,100014>100013>100006>100000,32879
5155,3mm asymmetry index for irregular astigmatism level (left),100014,Autorefraction,100014>100013>100006>100000,32879
5156,3mm asymmetry index (left),100014,Autorefraction,100014>100013>100006>100000,32879
5157,6mm asymmetry index (left),100014,Autorefraction,100014>100013>100006>100000,32879
5158,6mm asymmetry index (right),100014,Autorefraction,100014>100013>100006>100000,32879
5159,3mm asymmetry index (right),100014,Autorefraction,100014>100013>100006>100000,32879
5160,3mm regularity index (right),100014,Autorefraction,100014>100013>100006>100000,32879
5161,6mm regularity index (right),100014,Autorefraction,100014>100013>100006>100000,32879
5162,6mm regularity index (left),100014,Autorefraction,100014>100013>100006>100000,32879
5163,3mm regularity index (left),100014,Autorefraction,100014>100013>100006>100000,32879
5164,3mm regularity index for irregular astigmatism level (right),100014,Autorefraction,100014>100013>100006>100000,32879
5189,Auto-refraction method (right),100014,Autorefraction,100014>100013>100006>100000,32879
5190,Duration at which refractometer first shown (right),100014,Autorefraction,100014>100013>100006>100000,32879
5191,Auto-refraction method (left),100014,Autorefraction,100014>100013>100006>100000,32879
5193,Duration at which refractometer first shown (left),100014,Autorefraction,100014>100013>100006>100000,32879
5214,Auto-refractor device ID (right),100014,Autorefraction,100014>100013>100006>100000,32879
5215,Vertex distance (right),100014,Autorefraction,100014>100013>100006>100000,32879
5221,Index of best refractometry result (right),100014,Autorefraction,100014>100013>100006>100000,32879
5237,3mm index of best keratometry results (right),100014,Autorefraction,100014>100013>100006>100000,32879
5251,6mm index of best keratometry results (right),100014,Autorefraction,100014>100013>100006>100000,32879
5273,Auto-refractor device ID (left),100014,Autorefraction,100014>100013>100006>100000,32879
5274,Vertex distance (left),100014,Autorefraction,100014>100013>100006>100000,32879
5276,Index of best refractometry result (left),100014,Autorefraction,100014>100013>100006>100000,32879
5292,3mm index of best keratometry results (left),100014,Autorefraction,100014>100013>100006>100000,32879
5306,6mm index of best keratometry results (left),100014,Autorefraction,100014>100013>100006>100000,32879
20052,Reason for skipping refractometry (left),100014,Autorefraction,100014>100013>100006>100000,32879
20055,Reason for skipping refractometry (right),100014,Autorefraction,100014>100013>100006>100000,32879
5181,Ever had eye surgery,100099,Eye surgery/complications,100099>100013>100006>100000,32879
5182,Both eyes present,100099,Eye surgery/complications,100099>100013>100006>100000,32879
5183,Current eye infection,100099,Eye surgery/complications,100099>100013>100006>100000,32879
5324,Ever had cataract surgery,100099,Eye surgery/complications,100099>100013>100006>100000,32879
5325,Ever had refractive laser eye surgery,100099,Eye surgery/complications,100099>100013>100006>100000,32879
5326,Ever had surgery for glaucoma or high eye pressure,100099,Eye surgery/complications,100099>100013>100006>100000,32879
5327,Ever had laser treatment for glaucoma or high eye pressure,100099,Eye surgery/complications,100099>100013>100006>100000,32879
5328,Ever had corneal graft surgery,100099,Eye surgery/complications,100099>100013>100006>100000,32879
5194,Intra-ocular pressure (IOP) method (right),100015,Intraocular pressure,100015>100013>100006>100000,32879
5196,Intra-ocular pressure (IOP) method (left),100015,Intraocular pressure,100015>100013>100006>100000,32879
5253,Intra-ocular pressure device ID (right),100015,Intraocular pressure,100015>100013>100006>100000,32879
5254,"Intra-ocular pressure, corneal-compensated (right)",100015,Intraocular pressure,100015>100013>100006>100000,32879
5255,"Intra-ocular pressure, Goldmann-correlated (right)",100015,Intraocular pressure,100015>100013>100006>100000,32879
5256,Corneal hysteresis (right),100015,Intraocular pressure,100015>100013>100006>100000,32879
5257,Corneal resistance factor (right),100015,Intraocular pressure,100015>100013>100006>100000,32879
5258,Applanation curve (right),100015,Intraocular pressure,100015>100013>100006>100000,32879
5259,Pressure curve (right),100015,Intraocular pressure,100015>100013>100006>100000,32879
5261,Intra-ocular pressure device ID (left),100015,Intraocular pressure,100015>100013>100006>100000,32879
5262,"Intra-ocular pressure, corneal-compensated (left)",100015,Intraocular pressure,100015>100013>100006>100000,32879
5263,"Intra-ocular pressure, Goldmann-correlated (left)",100015,Intraocular pressure,100015>100013>100006>100000,32879
5264,Corneal hysteresis (left),100015,Intraocular pressure,100015>100013>100006>100000,32879
5265,Corneal resistance factor (left),100015,Intraocular pressure,100015>100013>100006>100000,32879
5266,Applanation curve (left),100015,Intraocular pressure,100015>100013>100006>100000,32879
5267,Pressure curve (left),100015,Intraocular pressure,100015>100013>100006>100000,32879
20053,Reason for skipping IOP (right),100015,Intraocular pressure,100015>100013>100006>100000,32879
20054,Reason for skipping IOP (left),100015,Intraocular pressure,100015>100013>100006>100000,32879
5270,Optical-coherence tomography device ID,100016,Retinal optical coherence tomography,100016>100013>100006>100000,32879
6070,OCT measured (right),100016,Retinal optical coherence tomography,100016>100013>100006>100000,32879
6071,Duration at which OCT screen shown (right),100016,Retinal optical coherence tomography,100016>100013>100006>100000,32879
6072,OCT measured (left),100016,Retinal optical coherence tomography,100016>100013>100006>100000,32879
6073,Duration at which OCT screen shown (left),100016,Retinal optical coherence tomography,100016>100013>100006>100000,32879
20061,Reason for skipping OCT (right),100016,Retinal optical coherence tomography,100016>100013>100006>100000,32879
20062,Reason for skipping OCT (left),100016,Retinal optical coherence tomography,100016>100013>100006>100000,32879
21011,FDA data file (left),100016,Retinal optical coherence tomography,100016>100013>100006>100000,32879
21012,FDS data file (left),100016,Retinal optical coherence tomography,100016>100013>100006>100000,32879
21013,FDA data file (right),100016,Retinal optical coherence tomography,100016>100013>100006>100000,32879
21014,FDS data file (right),100016,Retinal optical coherence tomography,100016>100013>100006>100000,32879
21015,Fundus retinal eye image (left),100016,Retinal optical coherence tomography,100016>100013>100006>100000,32879
21016,Fundus retinal eye image (right),100016,Retinal optical coherence tomography,100016>100013>100006>100000,32879
21017,OCT image slices (left),100016,Retinal optical coherence tomography,100016>100013>100006>100000,32879
21018,OCT image slices (right),100016,Retinal optical coherence tomography,100016>100013>100006>100000,32879
5983,"ECG, heart rate",100012,ECG during exercise,100012>100006>100000,32879
5984,"ECG, load",100012,ECG during exercise,100012>100006>100000,32879
5985,Bicycle speed,100012,ECG during exercise,100012>100006>100000,32879
5986,"ECG, phase time",100012,ECG during exercise,100012>100006>100000,32879
5987,"ECG, trend phase name",100012,ECG during exercise,100012>100006>100000,32879
5988,"ECG, stage name",100012,ECG during exercise,100012>100006>100000,32879
5990,"ECG, stage duration",100012,ECG during exercise,100012>100006>100000,32879
5991,"ECG, phase name",100012,ECG during exercise,100012>100006>100000,32879
5992,"ECG, phase duration",100012,ECG during exercise,100012>100006>100000,32879
5993,"ECG, number of stages in a phase",100012,ECG during exercise,100012>100006>100000,32879
6014,Doctor restricts physical activity due to heart condition,100012,ECG during exercise,100012>100006>100000,32879
6015,Chest pain felt during physical activity,100012,ECG during exercise,100012>100006>100000,32879
6016,Chest pain felt outside physical activity,100012,ECG during exercise,100012>100006>100000,32879
6017,Able to walk or cycle unaided for 10 minutes,100012,ECG during exercise,100012>100006>100000,32879
6019,ECG/bike method for fitness test,100012,ECG during exercise,100012>100006>100000,32879
6020,Completion status of test,100012,ECG during exercise,100012>100006>100000,32879
6023,Description of exercise protocol recommended,100012,ECG during exercise,100012>100006>100000,32879
6024,Program category,100012,ECG during exercise,100012>100006>100000,32879
6025,"Fitness test results, including ECG data",100012,ECG during exercise,100012>100006>100000,32879
6032,Maximum workload during fitness test,100012,ECG during exercise,100012>100006>100000,32879
6033,Maximum heart rate during fitness test,100012,ECG during exercise,100012>100006>100000,32879
6034,Target heart rate achieved,100012,ECG during exercise,100012>100006>100000,32879
6038,Number of trend entries,100012,ECG during exercise,100012>100006>100000,32879
6039,Duration of fitness test,100012,ECG during exercise,100012>100006>100000,32879
20058,Reason for skipping ECG,100012,ECG during exercise,100012>100006>100000,32879
20059,Reason ECG not completed,100012,ECG during exercise,100012>100006>100000,32879
20060,Reason at-rest ECG performed without bicycle,100012,ECG during exercise,100012>100006>100000,32879
6149,Mouth/teeth dental problems,100046,Mouth,100046>100036>100025>100000,32862
10006,Mouth/teeth dental problems (pilot),100046,Mouth,100046>100036>100025>100000,32862
6312,Value entered,503,Tower rearranging,503>100026>100000,32862
6313,Duration to entering selection,503,Tower rearranging,503>100026>100000,32862
6383,Number of puzzles attempted,503,Tower rearranging,503>100026>100000,32862
21004,Number of puzzles correct,503,Tower rearranging,503>100026>100000,32862
6314,Word/picture group used for each round,504,Picture vocabulary,504>100026>100000,32862
6315,Picture selected for each round,504,Picture vocabulary,504>100026>100000,32862
6317,Duration of selection in each round,504,Picture vocabulary,504>100026>100000,32862
6364,Vocabulary level,504,Picture vocabulary,504>100026>100000,32862
6365,Uncertainty in vocabulary level,504,Picture vocabulary,504>100026>100000,32862
6332,Item selected for each puzzle,501,Matrix pattern completion,501>100026>100000,32862
6333,Duration spent answering each puzzle,501,Matrix pattern completion,501>100026>100000,32862
6373,Number of puzzles correctly solved,501,Matrix pattern completion,501>100026>100000,32862
6374,Number of puzzles viewed,501,Matrix pattern completion,501>100026>100000,32862
6348,Duration to complete numeric path (trail #1),505,Trail making,505>100026>100000,32862
6349,Total errors traversing numeric path (trail #1),505,Trail making,505>100026>100000,32862
6350,Duration to complete alphanumeric path (trail #2),505,Trail making,505>100026>100000,32862
6351,Total errors traversing alphanumeric path (trail #2),505,Trail making,505>100026>100000,32862
6770,Errors before selecting correct item in numeric path (trail #1),505,Trail making,505>100026>100000,32862
6771,Errors before selecting correct item in alphanumeric path (trail #2),505,Trail making,505>100026>100000,32862
6772,Interval between previous point and current one in numeric path (trail #1),505,Trail making,505>100026>100000,32862
6773,Interval between previous point and current one in alphanumeric path (trail #2),505,Trail making,505>100026>100000,32862
6362,First code array presented,502,Symbol digit substitution,502>100026>100000,32862
23321,Values wanted,502,Symbol digit substitution,502>100026>100000,32862
23322,Values entered,502,Symbol digit substitution,502>100026>100000,32862
23323,Number of symbol digit matches attempted,502,Symbol digit substitution,502>100026>100000,32862
23324,Number of symbol digit matches made correctly,502,Symbol digit substitution,502>100026>100000,32862
6448,"Word associated with ""huge""",506,Paired associate learning,506>100026>100000,32862
6459,"Word associated with ""happy""",506,Paired associate learning,506>100026>100000,32862
6470,"Word associated with ""tattered""",506,Paired associate learning,506>100026>100000,32862
6481,"Word associated with ""old""",506,Paired associate learning,506>100026>100000,32862
6492,"Word associated with ""long""",506,Paired associate learning,506>100026>100000,32862
6503,"Word associated with ""red""",506,Paired associate learning,506>100026>100000,32862
6514,"Word associated with ""sulking""",506,Paired associate learning,506>100026>100000,32862
6525,"Word associated with ""pretty""",506,Paired associate learning,506>100026>100000,32862
6536,"Word associated with ""tiny""",506,Paired associate learning,506>100026>100000,32862
6547,"Word associated with ""new""",506,Paired associate learning,506>100026>100000,32862
20197,Number of word pairs correctly associated,506,Paired associate learning,506>100026>100000,32862
10142,Number of columns displayed (pilot),100028,Lights pattern memory,100028>100026>100000,32862
10143,Number of rows displayed (pilot),100028,Lights pattern memory,100028>100026>100000,32862
10144,Time taken to complete lights test (pilot),100028,Lights pattern memory,100028>100026>100000,32862
10145,Pattern of lights displayed (pilot),100028,Lights pattern memory,100028>100026>100000,32862
10146,Pattern of lights as remembered (pilot),100028,Lights pattern memory,100028>100026>100000,32862
10609,Words answer array (pilot),100077,Word production,100077>100026>100000,32862
10610,Word count (pilot),100077,Word production,100077>100026>100000,32862
10612,Number of words beginning with 'S' (pilot),100077,Word production,100077>100026>100000,32862
12139,Believed safe to perform brain MRI scan,100,Brain MRI,100>100003>100000,32879
12187,Brain MRI measuring method,100,Brain MRI,100>100003>100000,32879
12188,Operator indicated brain MRI measurement completed,100,Brain MRI,100>100003>100000,32879
12652,Reason brain MRI not performed,100,Brain MRI,100>100003>100000,32879
12663,Reason believed unsafe to perform brain MRI,100,Brain MRI,100>100003>100000,32879
12704,Reason brain MRI not completed,100,Brain MRI,100>100003>100000,32879
25780,Acquisition protocol phase.,100,Brain MRI,100>100003>100000,32879
12140,Believed safe to perform abdominal MRI scan,105,Abdominal MRI,105>100003>100000,32879
12223,Abdominal MRI measuring method,105,Abdominal MRI,105>100003>100000,32879
12224,Abdominal MRI measurement completed,105,Abdominal MRI,105>100003>100000,32879
20201,Dixon technique for internal fat - DICOM,105,Abdominal MRI,105>100003>100000,32879
12141,Believed safe to perform DXA scan,103,DXA assessment,103>100003>100000,32879
12253,DXA measuring method,103,DXA assessment,103>100003>100000,32879
12254,DXA measurement completed,103,DXA assessment,103>100003>100000,32879
20158,DXA images,103,DXA assessment,103>100003>100000,32879
12291,Carotid ultrasound measuring method,101,Carotid ultrasound,101>100006>100000,32879
12292,Carotid ultrasound measurement completed,101,Carotid ultrasound,101>100006>100000,32879
20222,Carotid artery ultrasound image (left),101,Carotid ultrasound,101>100006>100000,32879
20223,Carotid artery ultrasound image (right),101,Carotid ultrasound,101>100006>100000,32879
20226,Carotid artery ultrasound report,101,Carotid ultrasound,101>100006>100000,32879
20241,Raw carotid device data,101,Carotid ultrasound,101>100006>100000,32879
22670,Minimum carotid IMT (intima-medial thickness) at 120 degrees ,101,Carotid ultrasound,101>100006>100000,32879
22671,Mean carotid IMT (intima-medial thickness) at 120 degrees ,101,Carotid ultrasound,101>100006>100000,32879
22672,Maximum carotid IMT (intima-medial thickness) at 120 degrees ,101,Carotid ultrasound,101>100006>100000,32879
22673,Minimum carotid IMT (intima-medial thickness) at 150 degrees ,101,Carotid ultrasound,101>100006>100000,32879
22674,Mean carotid IMT (intima-medial thickness) at 150 degrees ,101,Carotid ultrasound,101>100006>100000,32879
22675,Maximum carotid IMT (intima-medial thickness) at 150 degrees ,101,Carotid ultrasound,101>100006>100000,32879
22676,Minimum carotid IMT (intima-medial thickness) at 210 degrees ,101,Carotid ultrasound,101>100006>100000,32879
22677,Mean carotid IMT (intima-medial thickness) at 210 degrees ,101,Carotid ultrasound,101>100006>100000,32879
22678,Maximum carotid IMT (intima-medial thickness) at 210 degrees ,101,Carotid ultrasound,101>100006>100000,32879
22679,Minimum carotid IMT (intima-medial thickness) at 240 degrees ,101,Carotid ultrasound,101>100006>100000,32879
22680,Mean carotid IMT (intima-medial thickness) at 240 degrees ,101,Carotid ultrasound,101>100006>100000,32879
22681,Maximum carotid IMT (intima-medial thickness) at 240 degrees ,101,Carotid ultrasound,101>100006>100000,32879
22682,Quality control indicator for IMT at 120 degrees,101,Carotid ultrasound,101>100006>100000,32879
22683,Quality control indicator for IMT at 150 degrees,101,Carotid ultrasound,101>100006>100000,32879
22684,Quality control indicator for IMT at 210 degrees,101,Carotid ultrasound,101>100006>100000,32879
22685,Quality control indicator for IMT at 240 degrees,101,Carotid ultrasound,101>100006>100000,32879
12323,12-lead ECG measuring method,104,"ECG at rest, 12-lead",104>100006>100000,32879
12336,Ventricular rate,104,"ECG at rest, 12-lead",104>100006>100000,32879
12338,P duration,104,"ECG at rest, 12-lead",104>100006>100000,32879
12340,QRS duration,104,"ECG at rest, 12-lead",104>100006>100000,32879
12653,ECG automated diagnoses,104,"ECG at rest, 12-lead",104>100006>100000,32879
12654,Number of automated diagnostic comments recorded during 12-lead ECG,104,"ECG at rest, 12-lead",104>100006>100000,32879
12657,Suspicious flag for 12-lead ECG,104,"ECG at rest, 12-lead",104>100006>100000,32879
12658,Identifier for 12-lead ECG device,104,"ECG at rest, 12-lead",104>100006>100000,32879
20205,ECG datasets,104,"ECG at rest, 12-lead",104>100006>100000,32879
22330,PQ interval,104,"ECG at rest, 12-lead",104>100006>100000,32879
22331,QT interval,104,"ECG at rest, 12-lead",104>100006>100000,32879
22332,QTC interval,104,"ECG at rest, 12-lead",104>100006>100000,32879
22333,RR interval,104,"ECG at rest, 12-lead",104>100006>100000,32879
22334,PP interval,104,"ECG at rest, 12-lead",104>100006>100000,32879
22335,P axis,104,"ECG at rest, 12-lead",104>100006>100000,32879
22336,R axis,104,"ECG at rest, 12-lead",104>100006>100000,32879
22337,T axis,104,"ECG at rest, 12-lead",104>100006>100000,32879
22338,QRS num,104,"ECG at rest, 12-lead",104>100006>100000,32879
12624,Identifier for blood pressure device,102,Heart MRI,102>100003>100000,32879
20207,Scout images for heart MRI - DICOM,102,Heart MRI,102>100003>100000,32879
20208,Long axis heart images - DICOM,102,Heart MRI,102>100003>100000,32879
20209,Short axis heart images - DICOM,102,Heart MRI,102>100003>100000,32879
20210,Aortic distensibilty images - DICOM,102,Heart MRI,102>100003>100000,32879
20211,Cine tagging images - DICOM,102,Heart MRI,102>100003>100000,32879
20212,Left ventricular outflow tract images - DICOM,102,Heart MRI,102>100003>100000,32879
20213,Blood flow images - DICOM,102,Heart MRI,102>100003>100000,32879
20214,Experimental shMOLLI sequence images - DICOM,102,Heart MRI,102>100003>100000,32879
12651,Duration of eprime test,106,Task functional brain MRI,106>100>100003>100000,32879
12706,Eprime error flag,106,Task functional brain MRI,106>100>100003>100000,32879
20217,Functional brain images - task - DICOM,106,Task functional brain MRI,106>100>100003>100000,32879
20249,Functional brain images - task - NIFTI,106,Task functional brain MRI,106>100>100003>100000,32879
25040,Median BOLD effect (in group-defined mask) for shapes activation,106,Task functional brain MRI,106>100>100003>100000,32879
25042,Median z-statistic (in group-defined mask) for shapes activation,106,Task functional brain MRI,106>100>100003>100000,32879
25044,Median BOLD effect (in group-defined mask) for faces activation,106,Task functional brain MRI,106>100>100003>100000,32879
25046,Median z-statistic (in group-defined mask) for faces activation,106,Task functional brain MRI,106>100>100003>100000,32879
25048,Median BOLD effect (in group-defined mask) for faces-shapes contrast,106,Task functional brain MRI,106>100>100003>100000,32879
25050,Median z-statistic (in group-defined mask) for faces-shapes contrast,106,Task functional brain MRI,106>100>100003>100000,32879
25052,Median BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast,106,Task functional brain MRI,106>100>100003>100000,32879
25054,Median z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast,106,Task functional brain MRI,106>100>100003>100000,32879
25740,Discrepancy between tfMRI brain image and T1 brain image,106,Task functional brain MRI,106>100>100003>100000,32879
25742,"Mean tfMRI head motion, averaged across space and time points",106,Task functional brain MRI,106>100>100003>100000,32879
25745,Inverted temporal signal-to-noise ratio in pre-processed tfMRI,106,Task functional brain MRI,106>100>100003>100000,32879
25747,Eprime advisor file,106,Task functional brain MRI,106>100>100003>100000,32879
25748,Eprime txt file,106,Task functional brain MRI,106>100>100003>100000,32879
25749,Eprime ed2 file,106,Task functional brain MRI,106>100>100003>100000,32879
25761,90th percentile of BOLD effect (in group-defined mask) for shapes activation,106,Task functional brain MRI,106>100>100003>100000,32879
25762,90th percentile of z-statistic (in group-defined mask) for shapes activation,106,Task functional brain MRI,106>100>100003>100000,32879
25763,90th percentile of BOLD effect (in group-defined mask) for faces activation,106,Task functional brain MRI,106>100>100003>100000,32879
25764,90th percentile of z-statistic (in group-defined mask) for faces activation,106,Task functional brain MRI,106>100>100003>100000,32879
25765,90th percentile of BOLD effect (in group-defined mask) for faces-shapes contrast,106,Task functional brain MRI,106>100>100003>100000,32879
25766,90th percentile of z-statistic (in group-defined mask) for faces-shapes contrast,106,Task functional brain MRI,106>100>100003>100000,32879
25767,90th percentile of BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast,106,Task functional brain MRI,106>100>100003>100000,32879
25768,90th percentile of z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast,106,Task functional brain MRI,106>100>100003>100000,32879
25924,Echo Time for tfMRI,106,Task functional brain MRI,106>100>100003>100000,32879
25930,Intensity scaling for tfMRI,106,Task functional brain MRI,106>100>100003>100000,32879
12671,PWA start time,128,Pulse wave analysis,128>102>100003>100000,32879
12673,Heart rate during PWA,128,Pulse wave analysis,128>102>100003>100000,32879
12674,Systolic brachial blood pressure during PWA,128,Pulse wave analysis,128>102>100003>100000,32879
12675,Diastolic brachial blood pressure during PWA,128,Pulse wave analysis,128>102>100003>100000,32879
12676,Peripheral pulse pressure during PWA,128,Pulse wave analysis,128>102>100003>100000,32879
12677,Central systolic blood pressure during PWA,128,Pulse wave analysis,128>102>100003>100000,32879
12678,Central pulse pressure during PWA,128,Pulse wave analysis,128>102>100003>100000,32879
12679,Number of beats in waveform average for PWA,128,Pulse wave analysis,128>102>100003>100000,32879
12680,Central augmentation pressure during PWA,128,Pulse wave analysis,128>102>100003>100000,32879
12681,Augmentation index for PWA,128,Pulse wave analysis,128>102>100003>100000,32879
12682,Cardiac output during PWA,128,Pulse wave analysis,128>102>100003>100000,32879
12683,End systolic pressure during PWA,128,Pulse wave analysis,128>102>100003>100000,32879
12684,End systolic pressure index during PWA,128,Pulse wave analysis,128>102>100003>100000,32879
12685,Total peripheral resistance during PWA,128,Pulse wave analysis,128>102>100003>100000,32879
12686,Stroke volume during PWA,128,Pulse wave analysis,128>102>100003>100000,32879
12687,Mean arterial pressure during PWA,128,Pulse wave analysis,128>102>100003>100000,32879
12688,Vicorder trace,128,Pulse wave analysis,128>102>100003>100000,32879
12695,Blood pressure test start time,128,Pulse wave analysis,128>102>100003>100000,32879
12697,Systolic brachial blood pressure,128,Pulse wave analysis,128>102>100003>100000,32879
12698,Diastolic brachial blood pressure,128,Pulse wave analysis,128>102>100003>100000,32879
12699,Number of PWA tests performed,128,Pulse wave analysis,128>102>100003>100000,32879
12700,Vicorder results plausible,128,Pulse wave analysis,128>102>100003>100000,32879
12702,Cardiac index during PWA,128,Pulse wave analysis,128>102>100003>100000,32879
20025,Time saliva sample collected,100096,Saliva sample collection,100096>100001>100000,32879
20071,Reason no saliva sample collected,100096,Saliva sample collection,100096>100001>100000,32879
20035,Time urine sample collected,100095,Urine sample collection,100095>100001>100000,32879
20072,Reason no urine sample collected,100095,Urine sample collection,100095>100001>100000,32879
20077,Number of diet questionnaires completed,100114,Diet questionnaire performance,100114>100090>100089,32862
20078,When diet questionnaire completion requested,100114,Diet questionnaire performance,100114>100090>100089,32862
20079,Day-of-week questionnaire completion requested,100114,Diet questionnaire performance,100114>100090>100089,32862
20080,Day-of-week questionnaire completed,100114,Diet questionnaire performance,100114>100090>100089,32862
20081,Hour-of-day questionnaire completed,100114,Diet questionnaire performance,100114>100090>100089,32862
20082,Duration of questionnaire,100114,Diet questionnaire performance,100114>100090>100089,32862
20083,Delay between questionnaire request and completion,100114,Diet questionnaire performance,100114>100090>100089,32862
105010,When diet questionnaire completed,100114,Diet questionnaire performance,100114>100090>100089,32862
105030,When diet questionnaire started,100114,Diet questionnaire performance,100114>100090>100089,32862
20084,Vitamin and/or mineral supplement use,100112,Vitamin/mineral supplements yesterday,100112>100090>100089,32862
104670,Vitamin supplement user,100112,Vitamin/mineral supplements yesterday,100112>100090>100089,32862
20085,Reason for not eating or drinking normally,100097,Typical diet yesterday,100097>100090>100089,32862
20086,Type of special diet followed,100097,Typical diet yesterday,100097>100090>100089,32862
100010,Portion size,100097,Typical diet yesterday,100097>100090>100089,32862
100020,Typical diet yesterday,100097,Typical diet yesterday,100097>100090>100089,32862
20087,Types of spread used on bread/crackers,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
20091,Type of sliced bread eaten,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
20092,Type of baguette eaten,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
20093,Type of large bap eaten,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
20094,Type of bread roll eaten,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
20098,Thickness of butter/margarine spread on sliced bread,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
20099,Thickness of butter/margarine spread on baguettes,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
20100,Thickness of butter/margarine spread on large baps,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
20101,Thickness of butter/margarine spread on bread rolls,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
20102,Thickness of butter/margarine spread on crackers/crispbreads,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
20103,Thickness of butter/margarine spread on oatcakes,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
20104,Thickness of butter/margarine spread on other bread,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
100940,Bread consumed,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
100950,Sliced bread intake,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
101020,Baguette intake,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
101090,Bap intake,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
101160,Bread roll intake,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
101230,Naan bread intake,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
101240,Garlic bread intake,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
101250,Crispbread intake,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
101260,Oatcakes intake,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
101270,Other bread intake,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
101300,Butter/margarine on bread/crackers,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
101310,Number of bread slices with butter/margarine,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
101350,Number of baguettes with butter/margarine,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
101390,Number of baps with  butter/margarine,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
101430,Number of bread rolls with  butter/margarine,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
101470,Number of crackers/crispbreads with butter/margarine,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
101510,Number of oatcakes with  butter/margarine,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
101550,Number of other bread types with  butter/margarine,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
102700,Starchy food consumers,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
102710,White pasta intake,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
102720,Wholemeal pasta intake,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
102730,White rice intake,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
102740,Brown rice intake,100101,Bread/pasta/rice yesterday,100101>100090>100089,32862
